,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
1,1993-94,Memphis,GMWC,3,0.0,6.0,6.7,6.7,1.0,6.7,6.7,1.0,0.0,0.0,,13.3,26.7,0.5,13.3,13.3,0.0,0.0,13.3,0.0,26.7,Rob Forrest
2,1994-95,Memphis,GMWC,6,0.0,13.0,9.2,27.7,0.33299999999999996,6.2,21.5,0.28600000000000003,3.1,6.2,0.5,9.2,15.4,0.6,3.1,6.2,3.1,0.0,9.2,3.1,30.8,Rob Forrest
3,1995-96,Memphis,CUSA,9,0.0,20.0,6.0,20.0,0.3,6.0,14.0,0.429,0.0,6.0,0.0,0.0,4.0,0.0,8.0,4.0,2.0,0.0,6.0,0.0,12.0,Rob Forrest
4,Career,Memphis,,24,0.0,39.0,10.3,26.7,0.385,9.2,19.5,0.474,1.0,7.2,0.14300000000000002,5.1,15.4,0.33299999999999996,9.2,7.2,4.1,0.0,8.2,1.0,26.7,Rob Forrest
0,2016-17,Florida State,ACC,35,0,538.0,4.5,9.6,0.473,4.5,9.0,0.496,0.1,0.6,0.125,3.6,5.3,0.6759999999999999,7.0,4.1,3.2,0.4,2.6,3.0,12.7,Trent Forrest
1,2017-18,Florida State,ACC,34,2,871.0,4.0,8.1,0.49200000000000005,3.9,7.5,0.515,0.1,0.6,0.214,4.2,6.1,0.6970000000000001,7.7,6.3,2.4,0.6,2.7,2.8,12.4,Trent Forrest
2,2018-19,Florida State,ACC,37,36,1106.0,4.1,9.2,0.439,3.8,8.1,0.467,0.3,1.1,0.233,4.1,5.2,0.779,6.0,5.0,2.5,0.3,2.7,2.2,12.4,Trent Forrest
3,2019-20,Florida State,ACC,31,31,959.0,5.4,11.8,0.45899999999999996,4.8,9.4,0.504,0.7,2.4,0.281,3.5,4.2,0.8220000000000001,5.7,5.2,2.5,0.8,3.8,1.9,15.0,Trent Forrest
4,Career,Florida State,,137,69,3474.0,4.5,9.7,0.462,4.2,8.5,0.494,0.3,1.3,0.248,3.9,5.2,0.748,6.5,5.2,2.6,0.5,3.0,2.4,13.2,Trent Forrest
0,2018-19,Indiana,Big Ten,13,0,55.0,8.7,16.0,0.545,8.7,16.0,0.545,0.0,0.0,,2.2,6.5,0.33299999999999996,12.4,0.0,0.7,2.9,3.6,10.9,19.6,Jake Forrester
1,2019-20,Temple,AAC,26,16,448.0,7.1,13.4,0.5329999999999999,7.1,13.4,0.5329999999999999,0.0,0.0,,3.0,6.2,0.493,8.8,0.7,0.4,0.9,3.6,6.2,17.3,Jake Forrester
2,2020-21,Temple,AAC,16,16,342.0,6.4,11.3,0.5670000000000001,6.4,11.3,0.5670000000000001,0.0,0.0,,4.4,6.7,0.667,11.9,0.2,0.1,0.7,3.6,5.6,17.3,Jake Forrester
3,Career,Overall,,55,32,845.0,7.0,12.7,0.546,7.0,12.7,0.546,0.0,0.0,,3.6,6.4,0.556,10.3,0.5,0.3,0.9,3.6,6.2,17.5,Jake Forrester
4,,Indiana,,13,0,55.0,8.7,16.0,0.545,8.7,16.0,0.545,0.0,0.0,,2.2,6.5,0.33299999999999996,12.4,0.0,0.7,2.9,3.6,10.9,19.6,Jake Forrester
5,,Temple,,42,32,790.0,6.8,12.5,0.547,6.8,12.5,0.547,0.0,0.0,,3.6,6.4,0.5710000000000001,10.2,0.5,0.3,0.8,3.6,5.9,17.3,Jake Forrester
0,2002-03,Ball State,MAC,8,0,22.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,3.6,3.6,1.0,3.6,0.0,0.0,0.0,0.0,7.3,3.6,Andrew Forsman
1,Career,Ball State,,8,0,22.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,3.6,3.6,1.0,3.6,0.0,0.0,0.0,0.0,7.3,3.6,Andrew Forsman
0,2011-12,West Virginia,Big East,7,0,80.0,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,3.5,6.0,0.583,12.0,0.0,0.0,0.5,2.0,7.5,7.5,Pat Forsythe
1,2012-13,Akron,MAC,33,0,370.0,4.9,9.6,0.506,4.9,9.6,0.506,0.0,0.0,,2.5,4.6,0.535,9.7,1.1,0.9,2.7,3.9,5.5,12.2,Pat Forsythe
2,2013-14,Akron,MAC,34,17,595.0,4.7,8.3,0.569,4.7,8.3,0.569,0.0,0.0,,1.9,3.2,0.596,7.6,1.1,0.9,2.2,3.2,6.1,11.3,Pat Forsythe
3,2014-15,Akron,MAC,33,29,732.0,7.2,12.9,0.5589999999999999,7.2,12.6,0.5670000000000001,0.1,0.3,0.2,3.5,5.9,0.593,8.9,1.7,1.1,2.3,2.8,4.4,18.0,Pat Forsythe
4,2015-16,Akron,MAC,22,19,433.0,7.0,14.5,0.484,7.0,14.4,0.48700000000000004,0.0,0.1,0.0,3.5,5.3,0.667,9.9,1.2,1.5,2.9,3.0,4.7,17.6,Pat Forsythe
5,Career,Overall,,129,65,2210.0,5.9,11.1,0.532,5.9,11.0,0.535,0.0,0.1,0.16699999999999998,2.9,4.8,0.599,9.0,1.3,1.0,2.4,3.1,5.2,14.8,Pat Forsythe
6,,West Virginia,,7,0,80.0,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,3.5,6.0,0.583,12.0,0.0,0.0,0.5,2.0,7.5,7.5,Pat Forsythe
7,,Akron,,122,65,2130.0,6.1,11.4,0.534,6.0,11.2,0.5379999999999999,0.0,0.1,0.16699999999999998,2.9,4.8,0.6,8.9,1.4,1.1,2.5,3.1,5.1,15.0,Pat Forsythe
0,1996-97,Lehigh,Patriot,23,,,,,0.413,,,0.413,,,,,,0.593,,,,,,,,Bryce Fort
1,Career,Lehigh,,23,,,,,0.413,,,0.413,,,,,,0.593,,,,,,,,Bryce Fort
0,2008-09,Savannah State,Ind,9,0,40.0,3.0,6.0,0.5,3.0,4.0,0.75,0.0,2.0,0.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,5.0,3.0,8.0,LaQuinton Fort
1,Career,Savannah State,,9,0,40.0,3.0,6.0,0.5,3.0,4.0,0.75,0.0,2.0,0.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,5.0,3.0,8.0,LaQuinton Fort
0,2020-21,UT-Martin,OVC,11,0,80.0,5.5,13.5,0.40700000000000003,3.0,7.5,0.4,2.5,6.0,0.41700000000000004,1.0,2.0,0.5,2.5,1.5,1.5,0.0,4.0,2.5,14.5,Trey Fort
1,Career,UT-Martin,,11,0,80.0,5.5,13.5,0.40700000000000003,3.0,7.5,0.4,2.5,6.0,0.41700000000000004,1.0,2.0,0.5,2.5,1.5,1.5,0.0,4.0,2.5,14.5,Trey Fort
0,2005-06,Mississippi Valley State,SWAC,6,6,10.0,12.0,48.0,0.25,0.0,4.0,0.0,12.0,44.0,0.273,0.0,0.0,,8.0,24.0,8.0,0.0,,,36.0,Willie Fort
1,Career,Mississippi Valley State,,6,6,10.0,12.0,48.0,0.25,0.0,4.0,0.0,12.0,44.0,0.273,0.0,0.0,,8.0,24.0,8.0,0.0,,,36.0,Willie Fort
0,2013-14,Georgia,SEC,33,6,292.0,7.1,12.1,0.591,7.1,11.9,0.598,0.0,0.1,0.0,1.0,3.2,0.304,9.0,3.4,0.8,1.0,3.6,1.6,15.2,Cameron Forte
1,2014-15,Georgia,SEC,31,1,401.0,5.1,9.0,0.5670000000000001,5.1,8.9,0.573,0.0,0.1,0.0,2.2,3.9,0.564,8.7,2.3,1.0,0.7,2.4,2.2,12.4,Cameron Forte
2,2015-16,Portland State,Big Sky,31,19,907.0,10.8,18.6,0.58,10.7,18.5,0.58,0.0,0.1,0.5,4.7,8.6,0.552,12.7,3.5,1.3,0.7,4.4,2.9,26.3,Cameron Forte
3,Career,Overall,,95,26,1600.0,8.7,15.0,0.579,8.7,14.9,0.5820000000000001,0.0,0.1,0.25,3.4,6.4,0.531,11.0,3.2,1.2,0.7,3.7,2.5,20.8,Cameron Forte
4,,Georgia,,64,7,693.0,5.9,10.3,0.579,5.9,10.2,0.585,0.0,0.1,0.0,1.7,3.6,0.46799999999999997,8.8,2.8,0.9,0.8,2.9,2.0,13.6,Cameron Forte
5,,Portland State,,31,19,907.0,10.8,18.6,0.58,10.7,18.5,0.58,0.0,0.1,0.5,4.7,8.6,0.552,12.7,3.5,1.3,0.7,4.4,2.9,26.3,Cameron Forte
0,2020-21,UNC Asheville,Big South,2,0,3.0,13.3,26.7,0.5,13.3,26.7,0.5,0.0,0.0,,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,13.3,26.7,Chase Forte
1,Career,UNC Asheville,,2,0,3.0,13.3,26.7,0.5,13.3,26.7,0.5,0.0,0.0,,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,13.3,26.7,Chase Forte
0,2003-04,Eastern Illinois,OVC,25,1,276.0,4.3,13.2,0.33,4.1,11.6,0.35,0.3,1.6,0.182,3.5,5.2,0.667,6.5,1.6,1.7,0.3,4.5,5.4,12.5,Cortez Forte
1,2004-05,Eastern Illinois,OVC,15,12,243.0,3.5,7.7,0.447,3.5,7.6,0.457,0.0,0.2,0.0,1.8,2.8,0.647,4.9,2.1,1.5,0.8,3.6,4.0,8.7,Cortez Forte
2,Career,Eastern Illinois,,40,13,519.0,3.9,10.6,0.37,3.8,9.7,0.389,0.2,0.9,0.16699999999999998,2.7,4.1,0.66,5.8,1.8,1.6,0.5,4.1,4.7,10.7,Cortez Forte
0,2019-20,Jacksonville,A-Sun,8,0,9.0,4.4,13.3,0.33299999999999996,4.4,8.9,0.5,0.0,4.4,0.0,0.0,0.0,,8.9,0.0,0.0,0.0,0.0,4.4,8.9,Donovan Forte
1,Career,Jacksonville,,8,0,9.0,4.4,13.3,0.33299999999999996,4.4,8.9,0.5,0.0,4.4,0.0,0.0,0.0,,8.9,0.0,0.0,0.0,0.0,4.4,8.9,Donovan Forte
0,1991-92,North Carolina A&T,MEAC,22,3,153.0,2.9,8.4,0.344,2.6,7.6,0.345,0.3,0.8,0.33299999999999996,2.4,3.4,0.6920000000000001,7.1,2.1,0.8,0.8,2.6,4.2,8.4,Dwayne Forte
1,1992-93,North Carolina A&T,MEAC,26,1,393.0,4.8,10.0,0.48,4.8,9.5,0.505,0.0,0.5,0.0,1.3,2.3,0.565,6.3,2.4,2.0,0.1,3.4,5.5,10.9,Dwayne Forte
2,Career,North Carolina A&T,,48,4,546.0,4.2,9.5,0.446,4.2,8.9,0.467,0.1,0.6,0.125,1.6,2.6,0.611,6.5,2.3,1.7,0.3,3.2,5.1,10.2,Dwayne Forte
0,2001-02,Brown,Ivy,27,8,661.0,5.5,13.5,0.408,4.7,11.2,0.41600000000000004,0.8,2.3,0.368,6.5,8.7,0.755,6.1,7.3,2.8,0.2,4.7,2.8,18.4,Jason Forte
1,2002-03,Brown,Ivy,29,26,994.0,4.2,11.0,0.381,3.3,8.2,0.40399999999999997,0.9,2.8,0.314,6.0,7.9,0.7509999999999999,4.1,6.2,2.4,0.3,4.0,2.6,15.2,Jason Forte
2,2003-04,Brown,Ivy,26,24,889.0,6.5,14.1,0.45899999999999996,5.1,10.6,0.479,1.4,3.5,0.397,5.3,6.6,0.7959999999999999,4.5,5.8,2.2,0.2,4.0,2.7,19.6,Jason Forte
3,2004-05,Brown,Ivy,26,24,891.0,5.8,14.4,0.405,3.4,8.4,0.406,2.4,6.0,0.40299999999999997,7.4,9.1,0.813,4.7,4.9,1.7,0.1,4.0,1.9,21.5,Jason Forte
4,Career,Brown,,108,82,3435.0,5.5,13.2,0.415,4.1,9.4,0.429,1.4,3.7,0.37799999999999995,6.3,8.0,0.78,4.8,6.0,2.2,0.2,4.2,2.5,18.6,Jason Forte
0,2002-03,Southern Miss,CUSA,26,0,299.0,2.9,10.2,0.289,2.0,4.9,0.405,0.9,5.2,0.179,2.3,4.3,0.531,4.5,1.2,1.5,0.1,1.9,2.7,9.1,Jason Forte
1,2003-04,Southern Miss,CUSA,26,10,459.0,3.1,9.1,0.34600000000000003,2.5,5.8,0.439,0.6,3.3,0.184,1.0,2.4,0.429,5.0,2.6,1.7,0.1,2.4,3.4,7.9,Jason Forte
2,2004-05,Southern Miss,CUSA,24,5,469.0,4.1,7.0,0.585,3.6,6.3,0.568,0.5,0.7,0.75,3.8,6.2,0.616,7.9,0.4,0.9,0.1,1.8,3.1,12.5,Jason Forte
3,2005-06,Southern Miss,CUSA,31,27,888.0,4.0,8.2,0.48100000000000004,3.3,6.4,0.517,0.6,1.8,0.35,3.2,4.9,0.667,7.0,1.4,1.3,0.3,1.4,3.6,11.8,Jason Forte
4,Career,Southern Miss,,107,42,2115.0,3.7,8.4,0.436,3.0,6.1,0.5,0.6,2.4,0.272,2.8,4.6,0.606,6.4,1.4,1.3,0.2,1.8,3.3,10.7,Jason Forte
0,1999-00,UNC,ACC,36,34,1195.0,7.6,16.6,0.45899999999999996,5.8,11.4,0.504,1.9,5.2,0.359,2.9,3.9,0.752,6.6,3.1,1.8,0.5,2.8,2.6,20.1,Joseph Forte
1,2000-01,UNC,ACC,33,32,1145.0,8.8,19.5,0.45,6.8,14.4,0.47600000000000003,1.9,5.1,0.377,4.6,5.4,0.853,7.0,4.1,2.3,0.4,2.9,2.1,24.1,Joseph Forte
2,Career,UNC,,69,66,2340.0,8.2,18.0,0.45399999999999996,6.3,12.9,0.489,1.9,5.2,0.368,3.8,4.7,0.81,6.8,3.6,2.1,0.5,2.9,2.4,22.1,Joseph Forte
0,2012-13,Oklahoma State,Big 12,33,1,835.0,4.7,12.7,0.37,1.4,3.1,0.469,3.3,9.6,0.33799999999999997,3.5,3.8,0.9129999999999999,2.3,1.3,1.8,0.0,0.8,1.8,16.1,Phil Forte
1,2013-14,Oklahoma State,Big 12,34,11,976.0,5.3,12.4,0.42700000000000005,1.2,3.1,0.387,4.1,9.3,0.441,3.8,4.4,0.8690000000000001,2.5,1.9,1.2,0.0,0.9,1.9,18.5,Phil Forte
2,2014-15,Oklahoma State,Big 12,32,31,1078.0,5.2,12.2,0.424,2.6,5.3,0.479,2.6,6.8,0.38,4.9,5.8,0.84,2.5,2.0,2.2,0.1,2.2,1.6,17.8,Phil Forte
3,2015-16,Oklahoma State,Big 12,3,3,77.0,5.7,13.5,0.423,2.6,5.2,0.5,3.1,8.3,0.375,6.2,7.3,0.857,2.1,0.0,0.5,0.0,0.5,0.5,20.8,Phil Forte
4,2016-17,Oklahoma State,Big 12,33,32,1028.0,5.3,12.3,0.42700000000000005,1.9,4.4,0.446,3.3,7.9,0.41700000000000004,3.3,3.4,0.955,3.3,1.9,1.4,0.1,1.3,1.9,17.1,Phil Forte
5,Career,Oklahoma State,,135,78,3994.0,5.1,12.4,0.414,1.8,4.1,0.452,3.3,8.3,0.395,3.9,4.5,0.883,2.7,1.8,1.6,0.1,1.3,1.8,17.5,Phil Forte
0,1997-98,North Texas,Big West,20,,,,,0.308,,,0.14300000000000002,,,0.5,,,0.5,,,,,,,,Leary Forteau
1,Career,North Texas,,20,,,,,0.308,,,0.14300000000000002,,,0.5,,,0.5,,,,,,,,Leary Forteau
0,2008-09,Southeastern Louisiana,Southland,30,28,875.0,3.9,9.3,0.41700000000000004,2.4,4.8,0.495,1.5,4.5,0.33299999999999996,2.1,3.1,0.701,3.2,5.5,1.4,0.3,3.6,3.3,11.4,Brandon Fortenberry
1,2009-10,Southeastern Louisiana,Southland,24,9,596.0,4.3,9.7,0.441,2.6,5.4,0.475,1.7,4.4,0.4,2.2,3.6,0.611,3.5,5.2,1.1,0.3,2.7,3.5,12.6,Brandon Fortenberry
2,2010-11,Southeastern Louisiana,Southland,28,26,835.0,5.1,12.0,0.424,3.1,6.4,0.478,2.0,5.6,0.36200000000000004,3.8,5.1,0.755,4.4,5.7,1.2,0.4,3.2,3.1,16.0,Brandon Fortenberry
3,2011-12,Southeastern Louisiana,Southland,7,7,232.0,7.1,15.3,0.461,4.1,7.9,0.522,2.9,7.4,0.395,4.1,5.7,0.727,4.5,3.3,1.6,0.3,1.7,1.4,21.2,Brandon Fortenberry
4,2012-13,Southeastern Louisiana,Southland,31,31,1101.0,5.4,13.4,0.401,3.6,8.1,0.441,1.8,5.3,0.34,3.9,5.3,0.735,5.0,3.1,1.1,0.3,2.1,2.1,16.5,Brandon Fortenberry
5,Career,Southeastern Louisiana,,120,101,3639.0,4.9,11.6,0.42,3.0,6.5,0.47,1.8,5.2,0.35700000000000004,3.2,4.5,0.7170000000000001,4.2,4.6,1.2,0.3,2.8,2.8,14.8,Brandon Fortenberry
0,1991-92,Alabama State,SWAC,28,24.0,767.0,9.2,17.5,0.524,9.2,17.3,0.53,0.0,0.2,0.0,3.8,5.3,0.723,9.8,0.7,1.0,0.7,2.3,4.2,22.2,Kirby Fortenberry
1,1992-93,Alabama State,SWAC,26,,,,,0.502,,,0.502,,,,,,0.727,,,,,,,,Kirby Fortenberry
2,1993-94,Alabama State,SWAC,29,,,,,0.484,,,0.486,,,0.33299999999999996,,,0.7020000000000001,,,,,,,,Kirby Fortenberry
3,1994-95,Alabama State,SWAC,26,26.0,821.0,7.5,16.8,0.446,6.7,14.6,0.462,0.8,2.2,0.348,5.4,7.1,0.76,9.4,2.1,1.2,0.8,2.5,4.6,21.2,Kirby Fortenberry
4,Career,Alabama State,,109,50.0,1588.0,15.0,30.7,0.488,14.5,29.3,0.496,0.4,1.3,0.321,8.7,11.9,0.73,19.5,2.9,2.1,1.4,2.4,4.4,38.6,Kirby Fortenberry
0,2005-06,Illinois State,MVC,23,3,305.0,5.6,14.7,0.384,1.6,3.7,0.429,4.1,11.0,0.369,1.0,1.4,0.727,3.0,1.6,0.9,0.0,3.5,3.5,16.4,Roberto Fortes
1,2006-07,Illinois State,MVC,28,15,466.0,2.9,8.5,0.34299999999999997,1.5,3.3,0.462,1.4,5.2,0.267,1.9,2.7,0.688,4.6,3.1,1.0,0.0,3.3,3.4,9.1,Roberto Fortes
2,Career,Illinois State,,51,18,771.0,4.0,10.9,0.365,1.6,3.5,0.44799999999999995,2.4,7.5,0.326,1.6,2.2,0.698,4.0,2.5,1.0,0.0,3.4,3.5,12.0,Roberto Fortes
0,2001-02,Syracuse,Big East,36,36,780.0,3.8,8.6,0.44299999999999995,3.8,8.6,0.44299999999999995,0.0,0.0,,1.5,2.4,0.63,8.3,2.1,1.4,3.3,2.3,5.5,9.1,Craig Forth
1,2002-03,Syracuse,Big East,35,35,618.0,3.6,7.4,0.48700000000000004,3.6,7.4,0.491,0.0,0.1,0.0,1.3,2.6,0.5,7.5,1.9,1.0,2.7,2.5,5.8,8.5,Craig Forth
2,2003-04,Syracuse,Big East,31,31,718.0,4.3,7.6,0.5660000000000001,4.3,7.6,0.5660000000000001,0.0,0.0,,1.2,1.9,0.647,10.0,1.2,1.0,3.5,2.2,4.8,9.8,Craig Forth
3,2004-05,Syracuse,Big East,34,34,662.0,3.9,7.1,0.547,3.9,7.1,0.547,0.0,0.0,,1.8,3.0,0.612,10.5,1.1,1.3,2.2,1.4,4.5,9.5,Craig Forth
4,Career,Syracuse,,136,136,2778.0,3.9,7.7,0.507,3.9,7.7,0.507,0.0,0.0,0.0,1.5,2.4,0.598,9.1,1.6,1.2,3.0,2.1,5.2,9.3,Craig Forth
0,2015-16,Sam Houston State,Southland,28,0,185.0,4.3,10.2,0.426,4.3,10.2,0.426,0.0,0.0,,1.9,3.9,0.5,9.1,2.4,0.9,1.3,3.0,8.4,10.6,Marc Andre Fortin
1,Career,Sam Houston State,,28,0,185.0,4.3,10.2,0.426,4.3,10.2,0.426,0.0,0.0,,1.9,3.9,0.5,9.1,2.4,0.9,1.3,3.0,8.4,10.6,Marc Andre Fortin
0,1991-92,UNC Greensboro,Ind,28,4.0,493.0,6.0,14.0,0.428,2.6,5.4,0.485,3.4,8.7,0.39299999999999996,1.9,2.5,0.774,2.7,3.0,1.5,0.0,3.0,3.2,17.4,Chuck Fortney
1,1992-93,UNC Greensboro,Big South,25,,358.0,6.7,15.8,0.426,5.0,9.4,0.536,1.7,6.4,0.263,4.2,5.1,0.826,4.8,2.8,2.1,0.0,3.6,4.9,19.3,Chuck Fortney
2,1993-94,UNC Greensboro,Big South,24,1.0,197.0,8.3,18.1,0.461,4.9,9.1,0.5329999999999999,3.5,8.9,0.386,3.7,4.9,0.75,3.5,3.7,1.4,0.0,3.9,5.5,23.8,Chuck Fortney
3,Career,UNC Greensboro,,77,5.0,1048.0,6.7,15.4,0.434,3.9,7.4,0.518,2.8,7.9,0.35600000000000004,3.1,3.9,0.792,3.5,3.1,1.7,0.0,3.4,4.2,19.2,Chuck Fortney
0,2008-09,Arkansas,SEC,29,28,952.0,6.5,15.3,0.424,5.2,11.1,0.46799999999999997,1.3,4.2,0.31,3.8,6.3,0.603,6.7,7.2,1.4,0.1,5.4,3.3,18.1,Courtney Fortson
1,2009-10,Arkansas,SEC,18,18,599.0,6.5,18.0,0.361,4.8,12.6,0.381,1.7,5.3,0.313,6.9,9.1,0.759,6.2,6.9,1.7,0.2,6.1,3.1,21.6,Courtney Fortson
2,Career,Arkansas,,47,46,1551.0,6.5,16.3,0.397,5.0,11.7,0.431,1.4,4.6,0.311,5.0,7.4,0.677,6.5,7.1,1.5,0.2,5.7,3.2,19.4,Courtney Fortson
0,1994-95,Cincinnati,GMWC,34,25,797.0,9.5,17.8,0.535,9.5,17.8,0.537,0.0,0.1,0.0,6.7,9.8,0.684,12.9,1.9,1.6,0.7,3.8,6.0,25.8,Danny Fortson
1,1995-96,Cincinnati,CUSA,33,33,909.0,9.8,18.2,0.5379999999999999,9.8,18.1,0.539,0.0,0.0,0.0,9.7,12.8,0.753,13.9,2.0,1.8,0.6,3.7,5.2,29.2,Danny Fortson
2,1996-97,Cincinnati,CUSA,33,33,986.0,9.9,15.9,0.62,9.9,15.9,0.621,0.0,0.0,0.0,8.8,11.4,0.772,12.1,1.5,0.8,0.6,4.0,4.4,28.5,Danny Fortson
3,Career,Cincinnati,,100,91,2692.0,9.7,17.2,0.565,9.7,17.2,0.5660000000000001,0.0,0.0,0.0,8.5,11.4,0.743,13.0,1.8,1.4,0.6,3.8,5.1,27.9,Danny Fortson
0,2011-12,Rider,MAAC,20,3,282.0,4.7,8.8,0.532,4.7,8.8,0.532,0.0,0.0,,1.3,3.7,0.34600000000000003,8.1,0.3,0.7,2.3,2.1,7.0,10.6,Junior Fortunat
1,2012-13,Rider,MAAC,32,10,498.0,4.9,9.4,0.521,4.9,9.4,0.521,0.0,0.0,,2.2,5.6,0.386,8.9,0.6,1.0,1.4,3.0,6.4,12.0,Junior Fortunat
2,2013-14,Rider,MAAC,30,11,352.0,4.0,8.9,0.449,4.0,8.9,0.449,0.0,0.0,,3.5,7.3,0.484,7.8,0.6,0.3,1.4,3.4,7.6,11.5,Junior Fortunat
3,2014-15,Rider,MAAC,30,3,297.0,4.7,7.8,0.603,4.7,7.8,0.603,0.0,0.0,,2.7,7.1,0.377,6.3,0.4,0.5,2.2,2.7,6.6,12.1,Junior Fortunat
4,Career,Rider,,112,27,1429.0,4.6,8.8,0.521,4.6,8.8,0.521,0.0,0.0,,2.4,6.0,0.408,7.9,0.5,0.7,1.7,2.9,6.9,11.6,Junior Fortunat
0,2012-13,Providence,Big East,34,19,787.0,3.4,10.3,0.327,1.6,4.1,0.38299999999999995,1.8,6.1,0.289,1.0,1.4,0.741,4.2,2.5,1.2,0.5,2.4,2.4,9.5,Josh Fortune
1,2013-14,Providence,Big East,35,35,1154.0,3.5,8.5,0.414,1.6,2.9,0.536,1.9,5.5,0.35,1.2,1.6,0.7659999999999999,3.7,2.5,1.1,0.3,2.3,2.8,10.2,Josh Fortune
2,2015-16,Colorado,Pac-12,34,17,781.0,6.2,15.4,0.40299999999999997,3.4,8.0,0.42,2.8,7.3,0.385,2.8,3.9,0.701,6.9,3.8,1.3,0.3,3.9,3.1,18.0,Josh Fortune
3,2016-17,Colorado,Pac-12,34,17,691.0,3.6,10.3,0.354,1.9,4.4,0.42100000000000004,1.8,5.9,0.304,2.8,3.2,0.857,6.0,3.0,0.8,0.6,2.5,3.2,11.9,Josh Fortune
4,Career,Overall,,137,88,3413.0,4.1,10.8,0.38,2.0,4.7,0.43700000000000006,2.1,6.2,0.337,1.9,2.4,0.763,5.0,2.9,1.1,0.4,2.7,2.9,12.2,Josh Fortune
5,,Providence,,69,54,1941.0,3.4,9.2,0.374,1.6,3.4,0.461,1.9,5.8,0.324,1.2,1.5,0.757,3.9,2.5,1.2,0.4,2.3,2.6,9.9,Josh Fortune
6,,Colorado,,68,34,1472.0,5.0,13.0,0.385,2.7,6.3,0.42100000000000004,2.3,6.7,0.35100000000000003,2.8,3.6,0.767,6.5,3.4,1.1,0.4,3.3,3.2,15.1,Josh Fortune
0,2000-01,Iowa State,Big 12,12,0,60.0,5.3,10.0,0.5329999999999999,3.3,6.0,0.556,2.0,4.0,0.5,4.7,6.7,0.7,2.7,0.0,0.0,0.0,8.7,8.0,17.3,Zach Fortune
1,Career,Iowa State,,12,0,60.0,5.3,10.0,0.5329999999999999,3.3,6.0,0.556,2.0,4.0,0.5,4.7,6.7,0.7,2.7,0.0,0.0,0.0,8.7,8.0,17.3,Zach Fortune
0,2012-13,Duquesne,A-10,5,0,6.0,6.7,20.0,0.33299999999999996,6.7,13.3,0.5,0.0,6.7,0.0,0.0,0.0,,13.3,0.0,0.0,0.0,0.0,0.0,13.3,Nick Foschia
1,2013-14,Duquesne,A-10,3,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Foschia
2,2014-15,Duquesne,A-10,10,0,18.0,2.2,8.9,0.25,2.2,4.4,0.5,0.0,4.4,0.0,0.0,4.4,0.0,6.7,0.0,0.0,0.0,2.2,2.2,4.4,Nick Foschia
3,2015-16,Duquesne,A-10,11,0,19.0,2.1,16.8,0.125,2.1,12.6,0.16699999999999998,0.0,4.2,0.0,0.0,0.0,,16.8,2.1,0.0,0.0,2.1,4.2,4.2,Nick Foschia
4,Career,Duquesne,,29,0,47.0,2.6,12.8,0.2,2.6,8.5,0.3,0.0,4.3,0.0,0.0,1.7,0.0,11.1,0.9,0.0,0.0,1.7,2.6,5.1,Nick Foschia
0,2009-10,Eastern Michigan,MAC,3,0,3.0,0.0,13.3,0.0,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jake Fosdick
1,2010-11,Eastern Michigan,MAC,3,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Jake Fosdick
2,Career,Eastern Michigan,,6,0,7.0,0.0,5.7,0.0,0.0,0.0,,0.0,5.7,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,Jake Fosdick
0,1997-98,Western Illinois,Mid-Cont,6,,,,,0.231,,,0.16699999999999998,,,0.28600000000000003,,,0.75,,,,,,,,Cory Fosdyck
1,1998-99,Western Illinois,Mid-Cont,27,,,,,0.37799999999999995,,,0.419,,,0.35600000000000004,,,0.48,,,,,,,,Cory Fosdyck
2,1999-00,Western Illinois,Mid-Cont,29,29.0,,,,0.37200000000000005,,,0.3,,,0.40399999999999997,,,0.882,,,,,,,,Cory Fosdyck
3,2000-01,Western Illinois,Mid-Cont,27,16.0,,,,0.43,,,0.53,,,0.385,,,0.75,,,,,,,,Cory Fosdyck
4,2001-02,Western Illinois,Mid-Cont,28,14.0,600.0,6.1,15.0,0.409,2.3,4.6,0.507,3.8,10.4,0.365,3.3,4.1,0.82,4.7,3.1,1.3,0.0,3.2,3.8,19.4,Cory Fosdyck
