,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
0,2015-16,UConn,AAC,9,0,13.0,6.2,15.4,0.4,6.2,6.2,1.0,0.0,9.2,0.0,0.0,0.0,,3.1,0.0,0.0,0.0,0.0,12.3,12.3,Christian Foxen
1,2016-17,UConn,AAC,9,0,11.0,0.0,7.3,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,3.6,0.0,0.0,0.0,0.0,3.6,0.0,Christian Foxen
2,2017-18,UConn,AAC,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Foxen
3,Career,UConn,,20,0,25.0,3.2,11.2,0.28600000000000003,3.2,4.8,0.667,0.0,6.4,0.0,0.0,0.0,,3.2,0.0,0.0,0.0,0.0,8.0,6.4,Christian Foxen
0,1998-99,East Carolina,CAA,5,,,,,0.667,,,0.8,,,0.0,,,,,,,,,,,Bryan Foxx
1,1999-00,East Carolina,CAA,16,16.0,,,,0.4,,,0.636,,,0.263,,,1.0,,,,,,,,Bryan Foxx
2,2000-01,East Carolina,CAA,18,0.0,,,,0.35700000000000004,,,0.556,,,0.0,,,0.667,,,,,,,,Bryan Foxx
3,2001-02,East Carolina,CUSA,27,4.0,376.0,3.9,8.2,0.48100000000000004,1.4,2.3,0.591,2.6,5.9,0.436,1.2,1.7,0.688,2.9,1.9,0.7,0.3,1.7,2.7,11.6,Bryan Foxx
4,Career,East Carolina,,66,20.0,376.0,6.2,13.5,0.457,3.1,5.0,0.617,3.1,8.5,0.363,2.1,3.0,0.7140000000000001,4.7,3.3,1.3,0.3,1.9,3.8,17.6,Bryan Foxx
0,2003-04,Cal State Northridge,Big West,7,0,31.0,1.3,2.6,0.5,1.3,2.6,0.5,0.0,0.0,,2.6,2.6,1.0,6.5,0.0,1.3,2.6,2.6,1.3,5.2,Andre Foy
1,Career,Cal State Northridge,,7,0,31.0,1.3,2.6,0.5,1.3,2.6,0.5,0.0,0.0,,2.6,2.6,1.0,6.5,0.0,1.3,2.6,2.6,1.3,5.2,Andre Foy
0,2016-17,Dartmouth,Ivy,8,0,23.0,3.5,12.2,0.28600000000000003,0.0,5.2,0.0,3.5,7.0,0.5,0.0,0.0,,3.5,0.0,0.0,0.0,0.0,0.0,10.4,James Foye
1,2017-18,Dartmouth,Ivy,25,0,265.0,1.8,6.8,0.267,0.6,1.2,0.5,1.2,5.6,0.21600000000000003,0.8,0.9,0.833,3.5,2.1,1.1,0.2,1.4,3.3,5.6,James Foye
2,2018-19,Dartmouth,Ivy,30,30,881.0,5.4,11.3,0.48200000000000004,3.0,5.6,0.537,2.5,5.7,0.429,1.3,1.6,0.8059999999999999,4.4,3.3,1.0,0.2,1.1,3.4,14.7,James Foye
3,2019-20,Dartmouth,Ivy,29,29,880.0,4.3,10.3,0.42,1.6,3.9,0.41200000000000003,2.7,6.4,0.426,1.4,1.8,0.75,4.3,2.8,0.8,0.2,1.5,2.8,12.7,James Foye
4,Career,Dartmouth,,92,59,2049.0,4.5,10.3,0.435,2.0,4.3,0.479,2.4,6.0,0.40299999999999997,1.2,1.6,0.78,4.2,2.9,0.9,0.2,1.3,3.1,12.6,James Foye
0,2002-03,Villanova,Big East,31,29,830.0,5.3,14.7,0.36200000000000004,3.9,10.0,0.389,1.4,4.6,0.302,3.3,4.0,0.831,5.3,4.3,1.4,0.3,5.3,4.9,15.3,Randy Foye
1,2003-04,Villanova,Big East,35,34,1094.0,6.1,15.7,0.387,4.5,10.4,0.43200000000000005,1.6,5.3,0.299,3.6,4.8,0.762,6.0,4.6,2.0,0.4,4.6,4.0,17.3,Randy Foye
2,2004-05,Villanova,Big East,32,32,1027.0,7.0,16.7,0.42100000000000004,5.0,10.7,0.465,2.0,6.0,0.34,3.3,4.4,0.752,6.2,3.9,2.6,0.5,2.8,3.0,19.4,Randy Foye
3,2005-06,Villanova,Big East,33,33,1145.0,7.9,19.2,0.41100000000000003,4.8,10.3,0.46299999999999997,3.1,8.9,0.35,4.8,6.0,0.7909999999999999,6.6,3.5,1.6,0.7,2.5,2.5,23.7,Randy Foye
4,Career,Villanova,,131,128,4096.0,6.7,16.7,0.39899999999999997,4.6,10.4,0.441,2.1,6.3,0.32899999999999996,3.8,4.9,0.7809999999999999,6.1,4.1,1.9,0.5,3.7,3.5,19.2,Randy Foye
0,1994-95,Colgate,Patriot,30,,1063.0,7.8,13.9,0.5589999999999999,7.8,13.9,0.5589999999999999,0.0,0.0,,3.6,7.1,0.5,14.0,1.4,0.8,5.5,3.7,2.9,19.2,Adonal Foyle
1,1995-96,Colgate,Patriot,29,,1060.0,8.6,16.6,0.517,8.6,16.5,0.521,0.0,0.1,0.0,4.9,10.0,0.489,13.7,1.7,0.8,6.2,4.3,2.9,22.1,Adonal Foyle
2,1996-97,Colgate,Patriot,28,,1055.0,10.5,18.6,0.565,10.5,18.3,0.5710000000000001,0.0,0.3,0.14300000000000002,4.8,9.9,0.48700000000000004,14.0,2.0,0.7,6.8,4.4,2.3,25.9,Adonal Foyle
3,Career,Colgate,,87,,3178.0,9.0,16.4,0.547,8.9,16.2,0.551,0.0,0.1,0.1,4.4,9.0,0.491,13.9,1.7,0.8,6.2,4.1,2.7,22.4,Adonal Foyle
0,2004-05,Western Michigan,MAC,10,0,35.0,1.1,6.9,0.16699999999999998,0.0,1.1,0.0,1.1,5.7,0.2,6.9,13.7,0.5,2.3,3.4,0.0,0.0,5.7,3.4,10.3,Derek Fracalossi
1,2005-06,Western Michigan,MAC,31,4,510.0,3.6,8.9,0.40399999999999997,1.5,3.5,0.43200000000000005,2.1,5.5,0.386,1.8,2.8,0.639,3.6,1.7,1.2,0.2,2.0,1.6,11.1,Derek Fracalossi
2,2006-07,Western Michigan,MAC,32,13,683.0,3.7,9.2,0.401,2.5,4.9,0.512,1.2,4.3,0.27399999999999997,2.6,3.7,0.688,6.1,2.7,1.2,0.2,2.9,3.2,11.1,Derek Fracalossi
3,2007-08,Western Michigan,MAC,32,1,533.0,3.2,8.0,0.396,1.9,3.9,0.48100000000000004,1.3,4.1,0.315,2.3,3.0,0.775,5.2,1.8,1.1,0.2,2.3,3.5,9.9,Derek Fracalossi
4,Career,Western Michigan,,105,18,1761.0,3.5,8.7,0.397,2.0,4.1,0.48100000000000004,1.5,4.6,0.322,2.4,3.5,0.684,5.0,2.2,1.1,0.2,2.5,2.8,10.7,Derek Fracalossi
0,1994-95,Villanova,Big East,9,0,17.0,2.4,14.1,0.16699999999999998,0.0,11.8,0.0,2.4,2.4,1.0,0.0,0.0,,0.0,2.4,4.7,0.0,4.7,11.8,7.1,Nick Fragakis
1,1995-96,Villanova,Big East,6,0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,5.0,10.0,0.0,0.0,10.0,5.0,0.0,Nick Fragakis
2,Career,Villanova,,15,0,25.0,1.6,11.2,0.14300000000000002,0.0,9.6,0.0,1.6,1.6,1.0,0.0,0.0,,1.6,4.8,3.2,0.0,6.4,9.6,4.8,Nick Fragakis
0,2017-18,Niagara,MAAC,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominik Fragala
1,2018-19,Niagara,MAAC,28,0,189.0,5.5,14.2,0.38799999999999996,2.3,4.4,0.524,3.2,9.7,0.326,3.2,4.2,0.75,2.8,1.5,0.6,0.2,0.8,2.8,17.4,Dominik Fragala
2,2020-21,Delaware State,MEAC,19,1,438.0,5.9,16.2,0.36700000000000005,2.7,5.9,0.462,3.2,10.2,0.313,3.4,4.3,0.787,3.1,1.9,1.6,0.0,2.3,3.5,18.4,Dominik Fragala
3,Career,Overall,,48,1,629.0,5.8,15.5,0.373,2.6,5.5,0.47700000000000004,3.2,10.0,0.316,3.3,4.3,0.7759999999999999,3.0,1.8,1.3,0.1,1.8,3.2,18.1,Dominik Fragala
4,,Niagara,,29,0,191.0,5.4,14.0,0.38799999999999996,2.3,4.4,0.524,3.1,9.6,0.326,3.1,4.2,0.75,2.7,1.5,0.6,0.2,0.8,2.7,17.2,Dominik Fragala
5,,Delaware State,,19,1,438.0,5.9,16.2,0.36700000000000005,2.7,5.9,0.462,3.2,10.2,0.313,3.4,4.3,0.787,3.1,1.9,1.6,0.0,2.3,3.5,18.4,Dominik Fragala
0,1996-97,Gonzaga,WCC,27,0.0,381.0,4.6,11.2,0.41100000000000003,2.5,6.2,0.40700000000000003,2.1,5.0,0.41700000000000004,1.8,2.4,0.7390000000000001,6.0,2.7,1.0,0.2,1.7,2.4,13.1,Richie Frahm
1,1997-98,Gonzaga,WCC,33,,898.0,5.9,13.0,0.452,2.4,5.3,0.462,3.4,7.7,0.445,2.6,3.1,0.8290000000000001,5.7,2.7,1.0,0.2,,,17.8,Richie Frahm
2,1998-99,Gonzaga,WCC,35,,980.0,6.7,15.4,0.43700000000000006,2.9,6.6,0.447,3.8,8.9,0.429,3.3,4.1,0.81,6.1,2.9,1.1,0.2,2.0,1.6,20.6,Richie Frahm
3,1999-00,Gonzaga,WCC,35,35.0,1165.0,6.7,14.2,0.469,3.6,6.5,0.547,3.1,7.7,0.402,3.9,5.0,0.7879999999999999,5.3,3.0,1.0,0.3,2.2,1.6,20.4,Richie Frahm
4,Career,Gonzaga,,130,35.0,3424.0,6.3,13.9,0.449,3.0,6.2,0.48200000000000004,3.3,7.7,0.423,3.2,4.0,0.799,5.7,2.9,1.1,0.2,,,18.9,Richie Frahm
0,1992-93,Fordham,Patriot,26,14,508.0,3.9,9.1,0.435,3.9,9.0,0.439,0.0,0.1,0.0,3.5,6.1,0.5770000000000001,8.8,0.6,1.9,0.9,2.6,5.1,11.4,Bobby Frain
1,1993-94,Fordham,Patriot,11,3,162.0,3.0,7.7,0.387,3.0,7.7,0.387,0.0,0.0,,0.7,2.7,0.273,8.9,1.2,2.5,1.0,2.5,5.9,6.7,Bobby Frain
2,Career,Fordham,,37,17,670.0,3.7,8.7,0.425,3.7,8.7,0.428,0.0,0.1,0.0,2.9,5.3,0.539,8.8,0.8,2.0,1.0,2.6,5.3,10.3,Bobby Frain
0,2006-07,Samford,OVC,6,0,12.0,6.7,13.3,0.5,3.3,6.7,0.5,3.3,6.7,0.5,0.0,0.0,,3.3,0.0,0.0,0.0,3.3,3.3,16.7,Savoy Fraine
1,2007-08,Samford,OVC,17,3,152.0,2.1,8.7,0.242,1.6,3.2,0.5,0.5,5.5,0.095,1.8,2.1,0.875,5.8,2.1,0.8,1.1,1.6,2.9,6.6,Savoy Fraine
2,Career,Samford,,23,3,164.0,2.4,9.0,0.27,1.7,3.4,0.5,0.7,5.6,0.13,1.7,2.0,0.875,5.6,2.0,0.7,1.0,1.7,2.9,7.3,Savoy Fraine
0,1992-93,Morehead State,OVC,27,7,408.0,2.7,7.6,0.359,1.7,4.4,0.37799999999999995,1.1,3.2,0.33299999999999996,1.2,2.2,0.545,3.5,4.8,2.3,0.2,5.0,4.6,7.7,Joel Frakes
1,Career,Morehead State,,27,7,408.0,2.7,7.6,0.359,1.7,4.4,0.37799999999999995,1.1,3.2,0.33299999999999996,1.2,2.2,0.545,3.5,4.8,2.3,0.2,5.0,4.6,7.7,Joel Frakes
0,2008-09,Austin Peay,OVC,23,2,235.0,4.3,7.0,0.61,4.3,7.0,0.61,0.0,0.0,,2.4,4.3,0.56,10.4,0.5,1.4,1.2,2.7,5.6,10.9,John Fraley
1,2009-10,Austin Peay,OVC,32,31,897.0,4.6,8.9,0.52,4.6,8.9,0.52,0.0,0.0,,3.8,6.0,0.637,11.2,0.8,0.5,1.4,2.2,3.8,13.1,John Fraley
2,2010-11,Austin Peay,OVC,34,34,1027.0,4.8,7.8,0.612,4.8,7.8,0.612,0.0,0.0,,3.1,5.3,0.593,9.8,1.0,0.9,2.1,2.2,3.7,12.7,John Fraley
3,2011-12,Austin Peay,OVC,23,23,674.0,6.1,10.1,0.606,6.1,10.1,0.606,0.0,0.0,,3.9,6.6,0.595,12.0,1.2,0.5,2.2,2.7,3.7,16.1,John Fraley
4,Career,Austin Peay,,112,90,2833.0,5.0,8.6,0.58,5.0,8.6,0.58,0.0,0.0,,3.5,5.7,0.606,10.8,1.0,0.7,1.8,2.4,3.9,13.5,John Fraley
0,2020-21,Alcorn State,SWAC,7,2,42.0,1.0,6.7,0.14300000000000002,1.0,6.7,0.14300000000000002,0.0,0.0,,1.0,2.9,0.33299999999999996,7.6,1.9,1.9,0.0,3.8,1.9,2.9,Tajah Fraley
1,Career,Alcorn State,,7,2,42.0,1.0,6.7,0.14300000000000002,1.0,6.7,0.14300000000000002,0.0,0.0,,1.0,2.9,0.33299999999999996,7.6,1.9,1.9,0.0,3.8,1.9,2.9,Tajah Fraley
0,2000-01,Oakland,Mid-Cont,22,0,148.0,2.7,11.1,0.244,1.1,2.4,0.444,1.6,8.6,0.188,1.6,1.9,0.857,1.9,2.2,0.8,0.0,3.5,4.3,8.6,Tim Fralick
1,2001-02,Oakland,Mid-Cont,18,0,74.0,2.2,10.8,0.2,1.1,3.8,0.28600000000000003,1.1,7.0,0.154,1.6,7.0,0.231,4.3,6.5,2.7,0.0,2.2,3.2,7.0,Tim Fralick
2,Career,Oakland,,40,0,222.0,2.5,11.0,0.23,1.1,2.9,0.375,1.4,8.1,0.17800000000000002,1.6,3.6,0.45,2.7,3.6,1.4,0.0,3.1,4.0,8.1,Tim Fralick
0,2008-09,Murray State,OVC,25,0,189.0,4.0,15.2,0.264,1.3,5.5,0.231,2.8,9.7,0.28300000000000003,3.0,3.4,0.875,4.9,1.7,0.6,0.2,2.1,3.6,13.8,Matt Fraliex
1,Career,Murray State,,25,0,189.0,4.0,15.2,0.264,1.3,5.5,0.231,2.8,9.7,0.28300000000000003,3.0,3.4,0.875,4.9,1.7,0.6,0.2,2.1,3.6,13.8,Matt Fraliex
0,1992-93,Western Kentucky,Sun Belt,32,0,328.0,4.3,11.3,0.376,2.1,4.9,0.425,2.2,6.5,0.34,2.9,3.9,0.75,2.4,3.9,1.1,0.0,4.1,3.5,13.7,Michael Fraliex
1,1993-94,Western Kentucky,Sun Belt,31,31,861.0,6.0,14.6,0.414,3.2,6.6,0.48200000000000004,2.9,8.0,0.358,3.3,4.0,0.8370000000000001,4.0,5.0,1.4,0.0,3.7,2.1,18.3,Michael Fraliex
2,1994-95,Western Kentucky,Sun Belt,31,31,919.0,5.5,13.0,0.423,2.3,5.2,0.433,3.2,7.7,0.41600000000000004,2.3,3.2,0.726,3.2,4.6,0.9,0.0,2.4,1.4,16.5,Michael Fraliex
3,1995-96,Western Kentucky,Sun Belt,26,26,761.0,5.3,13.8,0.38,2.6,5.6,0.462,2.7,8.3,0.325,3.5,4.2,0.848,3.3,3.2,1.1,0.1,2.8,3.0,16.7,Michael Fraliex
4,Career,Western Kentucky,,120,88,2869.0,5.5,13.5,0.40399999999999997,2.6,5.7,0.457,2.9,7.8,0.365,3.0,3.8,0.8,3.4,4.3,1.1,0.0,3.1,2.3,16.8,Michael Fraliex
0,1990-91,Dartmouth,Ivy,25,0.0,374.0,4.7,13.0,0.361,2.8,6.4,0.433,1.9,6.6,0.29,4.7,7.1,0.667,5.8,1.6,1.4,0.0,2.6,3.2,16.0,Gregg Frame
1,1991-92,Dartmouth,Ivy,26,23.0,796.0,4.7,11.6,0.409,3.3,7.1,0.46799999999999997,1.4,4.5,0.315,4.0,5.3,0.752,7.2,2.1,1.4,0.2,2.8,3.8,14.8,Gregg Frame
2,1992-93,Dartmouth,Ivy,26,,915.0,5.1,9.5,0.539,4.8,8.1,0.586,0.3,1.4,0.258,3.8,5.9,0.647,5.8,4.9,1.4,0.1,3.8,3.4,14.4,Gregg Frame
3,1993-94,Dartmouth,Ivy,26,,886.0,6.6,15.1,0.436,6.0,13.1,0.45899999999999996,0.6,2.0,0.289,4.6,7.1,0.643,7.2,7.2,1.7,0.0,5.2,2.4,18.3,Gregg Frame
4,Career,Dartmouth,,103,23.0,2971.0,5.4,12.2,0.444,4.5,9.1,0.493,0.9,3.1,0.295,4.2,6.2,0.672,6.6,4.4,1.5,0.1,3.8,3.2,15.9,Gregg Frame
0,2012-13,Mississippi Valley State,SWAC,3,0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Arthur Framery
1,Career,Mississippi Valley State,,3,0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Arthur Framery
0,2018-19,Davidson,A-10,34,34,1050.0,4.3,11.4,0.379,0.5,1.2,0.406,3.8,10.1,0.376,1.0,1.4,0.6579999999999999,4.1,2.6,1.1,0.4,1.3,3.3,13.4,Luke Frampton
1,2019-20,Davidson,A-10,5,5,134.0,4.8,11.0,0.43200000000000005,0.6,2.4,0.25,4.2,8.7,0.483,0.9,0.9,1.0,4.5,2.1,1.2,0.3,1.2,2.1,14.6,Luke Frampton
2,2020-21,Western Kentucky,CUSA,25,1,500.0,4.6,10.7,0.425,0.6,1.2,0.467,4.0,9.5,0.42,1.8,2.2,0.852,3.5,2.5,0.9,0.0,2.2,3.1,15.0,Luke Frampton
3,Career,Overall,,64,40,1684.0,4.4,11.1,0.397,0.5,1.3,0.4,3.9,9.8,0.396,1.2,1.6,0.75,4.0,2.5,1.0,0.3,1.5,3.2,13.9,Luke Frampton
4,,Davidson,,39,39,1184.0,4.4,11.3,0.385,0.5,1.4,0.375,3.9,10.0,0.386,0.9,1.4,0.6829999999999999,4.2,2.6,1.1,0.4,1.3,3.2,13.5,Luke Frampton
5,,Western Kentucky,,25,1,500.0,4.6,10.7,0.425,0.6,1.2,0.467,4.0,9.5,0.42,1.8,2.2,0.852,3.5,2.5,0.9,0.0,2.2,3.1,15.0,Luke Frampton
0,2015-16,Marshall,CUSA,6,0,64.0,1.3,6.9,0.182,0.6,1.3,0.5,0.6,5.6,0.111,0.0,0.0,,4.4,1.9,3.8,0.0,1.3,3.8,3.1,Noah Frampton
1,Career,Marshall,,6,0,64.0,1.3,6.9,0.182,0.6,1.3,0.5,0.6,5.6,0.111,0.0,0.0,,4.4,1.9,3.8,0.0,1.3,3.8,3.1,Noah Frampton
0,2016-17,BYU,WCC,13,0,51.0,0.8,6.3,0.125,0.0,2.4,0.0,0.8,3.9,0.2,1.6,1.6,1.0,13.3,1.6,0.8,0.0,1.6,6.3,3.9,Zach Frampton
1,Career,BYU,,13,0,51.0,0.8,6.3,0.125,0.0,2.4,0.0,0.8,3.9,0.2,1.6,1.6,1.0,13.3,1.6,0.8,0.0,1.6,6.3,3.9,Zach Frampton
0,2004-05,Kent State,MAC,1,0,2.0,20.0,20.0,1.0,0.0,0.0,,20.0,20.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,60.0,Jason France
1,Career,Kent State,,1,0,2.0,20.0,20.0,1.0,0.0,0.0,,20.0,20.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,60.0,Jason France
0,2015-16,Central Michigan,MAC,3,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tedaro France
1,Career,Central Michigan,,3,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tedaro France
0,2014-15,UMKC,WAC,25,0,211.0,3.8,10.6,0.35700000000000004,3.0,7.8,0.39,0.8,2.8,0.267,3.8,4.7,0.8,3.0,1.7,0.6,0.0,4.9,4.0,12.1,Kevin Franceschi
1,Career,UMKC,,25,0,211.0,3.8,10.6,0.35700000000000004,3.0,7.8,0.39,0.8,2.8,0.267,3.8,4.7,0.8,3.0,1.7,0.6,0.0,4.9,4.0,12.1,Kevin Franceschi
0,2010-11,Bryant,NEC,30,23,927.0,7.3,14.5,0.507,7.3,14.2,0.518,0.0,0.3,0.0,4.4,8.5,0.52,10.3,1.0,1.2,0.7,4.8,3.5,19.1,Alex Francis
1,2011-12,Bryant,NEC,30,22,979.0,7.6,14.7,0.512,7.0,13.2,0.5329999999999999,0.5,1.6,0.342,5.1,7.7,0.667,9.1,1.9,0.9,0.2,5.8,2.7,20.8,Alex Francis
2,2012-13,Bryant,NEC,31,31,1083.0,7.8,13.7,0.569,7.8,13.4,0.581,0.0,0.3,0.0,4.3,7.1,0.604,9.9,2.1,0.8,0.2,3.9,2.8,19.9,Alex Francis
3,2013-14,Bryant,NEC,32,32,1152.0,7.8,13.5,0.5770000000000001,7.8,13.5,0.5770000000000001,0.0,0.0,,5.0,8.2,0.614,9.1,1.6,1.3,0.9,3.4,3.2,20.7,Alex Francis
4,Career,Bryant,,123,108,4141.0,7.6,14.1,0.5429999999999999,7.5,13.6,0.5539999999999999,0.1,0.5,0.245,4.7,7.9,0.601,9.6,1.7,1.1,0.5,4.4,3.0,20.1,Alex Francis
0,2003-04,Houston,CUSA,4,4,106.0,4.2,7.9,0.524,4.2,7.9,0.524,0.0,0.0,,2.6,5.3,0.5,9.8,1.5,1.5,1.9,3.4,3.4,10.9,Andrew Francis
1,2004-05,Houston,CUSA,24,1,266.0,2.9,6.0,0.475,2.9,6.0,0.475,0.0,0.0,,0.8,3.5,0.217,6.8,0.9,2.3,1.4,2.3,6.6,6.5,Andrew Francis
2,2006-07,UTSA,Southland,19,15,603.0,4.8,9.2,0.529,4.8,9.2,0.529,0.0,0.0,,3.3,6.1,0.5329999999999999,8.5,1.4,1.2,1.9,3.8,4.1,12.9,Andrew Francis
3,2007-08,UTSA,Southland,17,11,222.0,1.6,5.6,0.29,1.1,3.6,0.3,0.5,2.0,0.273,2.2,4.3,0.5,7.2,1.6,2.3,0.5,2.7,5.2,5.9,Andrew Francis
4,Career,Overall,,64,31,1197.0,3.7,7.7,0.48700000000000004,3.6,7.3,0.498,0.1,0.4,0.273,2.4,5.1,0.47700000000000004,8.0,1.3,1.7,1.5,3.2,4.8,10.0,Andrew Francis
5,,Houston,,28,5,372.0,3.2,6.6,0.49200000000000005,3.2,6.6,0.49200000000000005,0.0,0.0,,1.3,4.0,0.324,7.6,1.1,2.0,1.5,2.6,5.7,7.7,Andrew Francis
6,,UTSA,,36,26,825.0,4.0,8.2,0.485,3.8,7.7,0.5,0.1,0.5,0.273,3.0,5.6,0.526,8.1,1.5,1.5,1.6,3.5,4.4,11.1,Andrew Francis
0,2016-17,Wagner,NEC,28,3,575.0,4.5,10.5,0.424,1.5,3.4,0.429,3.0,7.1,0.42200000000000004,2.1,2.8,0.75,2.6,2.2,1.3,0.0,1.5,4.6,14.0,Blake Francis
1,2017-18,Wagner,NEC,32,22,1046.0,7.0,16.2,0.43,3.1,6.5,0.473,3.9,9.7,0.402,3.3,4.1,0.8059999999999999,2.3,2.1,2.0,0.0,1.8,3.1,21.1,Blake Francis
2,2019-20,Richmond,A-10,25,25,818.0,7.5,17.9,0.41700000000000004,4.3,9.0,0.47,3.2,8.9,0.363,3.4,4.3,0.805,2.7,2.4,1.4,0.0,2.4,2.2,21.6,Blake Francis
3,2020-21,Richmond,A-10,20,20,668.0,7.0,16.5,0.424,4.1,8.4,0.486,2.9,8.1,0.36,2.3,3.1,0.75,2.8,2.6,1.7,0.0,2.0,2.8,19.3,Blake Francis
4,Career,Overall,,105,70,3107.0,6.6,15.7,0.424,3.3,7.0,0.47100000000000003,3.3,8.7,0.386,2.9,3.7,0.787,2.6,2.3,1.6,0.0,2.0,3.1,19.5,Blake Francis
5,,Wagner,,60,25,1621.0,6.1,14.2,0.429,2.5,5.4,0.46299999999999997,3.6,8.8,0.40700000000000003,2.9,3.7,0.7909999999999999,2.4,2.1,1.7,0.0,1.7,3.6,18.6,Blake Francis
6,,Richmond,,45,45,1486.0,7.3,17.3,0.42,4.2,8.7,0.47700000000000004,3.1,8.6,0.36200000000000004,2.9,3.7,0.784,2.7,2.5,1.5,0.0,2.2,2.4,20.6,Blake Francis
0,2015-16,Florida,SEC,29,2,313.0,2.7,13.3,0.20199999999999999,1.4,5.8,0.244,1.3,7.5,0.16899999999999998,0.9,1.7,0.5379999999999999,3.7,1.9,1.3,0.0,1.3,3.2,7.5,Brandone Francis
1,2017-18,Texas Tech,Big 12,37,1,566.0,5.1,11.7,0.436,2.8,5.6,0.494,2.3,6.1,0.384,0.8,1.8,0.44,5.1,2.1,1.1,0.1,1.8,3.9,13.3,Brandone Francis
2,2018-19,Texas Tech,Big 12,38,1,914.0,3.9,10.5,0.37200000000000005,2.0,4.7,0.42100000000000004,1.9,5.8,0.33299999999999996,1.1,1.6,0.667,3.9,2.3,1.3,0.3,1.5,3.5,10.8,Brandone Francis
3,Career,Overall,,104,4,1793.0,4.1,11.3,0.358,2.1,5.2,0.41100000000000003,1.9,6.2,0.314,0.9,1.7,0.568,4.3,2.2,1.2,0.2,1.6,3.6,11.0,Brandone Francis
4,,Florida,,29,2,313.0,2.7,13.3,0.20199999999999999,1.4,5.8,0.244,1.3,7.5,0.16899999999999998,0.9,1.7,0.5379999999999999,3.7,1.9,1.3,0.0,1.3,3.2,7.5,Brandone Francis
5,,Texas Tech,,75,2,1480.0,4.4,10.9,0.39899999999999997,2.3,5.0,0.452,2.1,5.9,0.353,0.9,1.6,0.574,4.4,2.2,1.2,0.2,1.6,3.7,11.7,Brandone Francis
0,2011-12,Binghamton,AEC,10,7,143.0,2.8,8.4,0.33299999999999996,2.5,5.0,0.5,0.3,3.4,0.083,3.4,4.5,0.75,5.0,2.2,2.2,0.8,5.9,3.6,9.2,Carlyle Francis
1,Career,Binghamton,,10,7,143.0,2.8,8.4,0.33299999999999996,2.5,5.0,0.5,0.3,3.4,0.083,3.4,4.5,0.75,5.0,2.2,2.2,0.8,5.9,3.6,9.2,Carlyle Francis
0,1990-91,Central Connecticut,ECC,17,,,,,0.619,,,0.619,,,,,,0.25,,,,,,,,Cleon Francis
1,1991-92,Central Connecticut,ECC,27,10.0,454.0,4.7,8.2,0.57,4.6,8.1,0.565,0.1,0.1,1.0,1.8,3.5,0.5,8.5,2.1,1.9,0.5,2.6,3.7,11.2,Cleon Francis
2,1992-93,Central Connecticut,Ind,25,16.0,490.0,3.5,7.7,0.457,3.5,7.7,0.457,0.0,0.0,,2.6,4.2,0.627,6.4,2.9,1.4,0.3,4.1,3.4,9.6,Cleon Francis
3,Career,Central Connecticut,,69,26.0,944.0,4.6,8.8,0.524,4.6,8.8,0.522,0.0,0.0,1.0,2.2,4.0,0.5579999999999999,8.1,2.8,1.9,0.5,3.3,3.6,11.5,Cleon Francis
0,2014-15,Green Bay,Horizon,33,0,447.0,4.8,7.8,0.621,4.7,7.6,0.624,0.1,0.2,0.5,3.6,5.5,0.645,6.3,2.2,1.0,0.8,1.8,4.4,13.3,Daeshon Francis
1,Career,Green Bay,,33,0,447.0,4.8,7.8,0.621,4.7,7.6,0.624,0.1,0.2,0.5,3.6,5.5,0.645,6.3,2.2,1.0,0.8,1.8,4.4,13.3,Daeshon Francis
0,2012-13,Texas A&M-Corpus Christi,Southland,29,18,441.0,2.6,5.6,0.46799999999999997,2.6,5.6,0.46799999999999997,0.0,0.0,,0.0,0.2,0.0,5.4,0.3,0.7,0.6,1.9,6.8,5.3,Dale Francis
1,2013-14,Texas A&M-Corpus Christi,Southland,26,0,126.0,2.5,5.1,0.5,1.6,3.8,0.41700000000000004,1.0,1.3,0.75,0.0,0.6,0.0,4.1,0.3,0.0,0.6,3.2,10.2,6.0,Dale Francis
