year,team_abb,player,college,round,pick,official_key
2006,NYK,Mardy Collins,Temple,1,29,"Mardy Collins, Temple, 2006"
2006,POR,Joel Freeland,No US College,1,30,"Joel Freeland, No US College, 2006"
2006,POR,James White,Cincinnati,2,31,"James White, Cincinnati, 2006"
2006,HOU,Steve Novak,Marquette,2,32,"Steve Novak, Marquette, 2006"
2006,ATL,Solomon Jones,South Florida,2,33,"Solomon Jones, South Florida, 2006"
2006,LAC,Paul Davis,Michigan State,2,34,"Paul Davis, Michigan State, 2006"
2006,TOR,P.J. Tucker,Texas,2,35,"P.J. Tucker, Texas, 2006"
2006,MIN,Craig Smith,Boston College,2,36,"Craig Smith, Boston College, 2006"
2006,MIN,Bobby Jones,Washington,2,37,"Bobby Jones, Washington, 2006"
2006,GSW,Kosta Perović,No US College,2,38,"Kosta Perović, No US College, 2006"
2006,MIL,David Noel,UNC,2,39,"David Noel, UNC, 2006"
2006,SEA,Denham Brown,UConn,2,40,"Denham Brown, UConn, 2006"
2006,ORL,James Augustine,Illinois,2,41,"James Augustine, Illinois, 2006"
2006,CLE,Daniel Gibson,Texas,2,42,"Daniel Gibson, Texas, 2006"
2006,NOK,Marcus Vinicius,No US College,2,43,"Marcus Vinicius, No US College, 2006"
2006,ORL,Lior Eliyahu,No US College,2,44,"Lior Eliyahu, No US College, 2006"
2006,IND,Alexander Johnson,Florida State,2,45,"Alexander Johnson, Florida State, 2006"
2006,UTA,Dee Brown,Illinois,2,46,"Dee Brown, Illinois, 2006"
2006,UTA,Paul Millsap,Louisiana Tech,2,47,"Paul Millsap, Louisiana Tech, 2006"
2006,WAS,Vladimir Veremeenko,No US College,2,48,"Vladimir Veremeenko, No US College, 2006"
2006,DEN,Leon Powe,California,2,49,"Leon Powe, California, 2006"
2006,CHA,Ryan Hollins,UCLA,2,50,"Ryan Hollins, UCLA, 2006"
2006,LAL,Cheikh Samb,No US College,2,51,"Cheikh Samb, No US College, 2006"
2006,LAC,Guillermo Díaz,Miami (FL),2,52,"Guillermo Díaz, Miami (FL), 2006"
2006,SEA,Yotam Halperin,No US College,2,53,"Yotam Halperin, No US College, 2006"
2006,NJN,Hassan Adams,Arizona,2,54,"Hassan Adams, Arizona, 2006"
2006,CLE,Ejike Ugboaja,No US College,2,55,"Ejike Ugboaja, No US College, 2006"
2006,TOR,Edin Bavčić,No US College,2,56,"Edin Bavčić, No US College, 2006"
2006,MIN,Loukas Mavrokefalidis,No US College,2,57,"Loukas Mavrokefalidis, No US College, 2006"
2006,DAL,J.R. Pinnock,George Washington,2,58,"J.R. Pinnock, George Washington, 2006"
2006,SAS,Damir Markota,No US College,2,59,"Damir Markota, No US College, 2006"
2006,DET,Will Blalock,Iowa State,2,60,"Will Blalock, Iowa State, 2006"
2007,POR,Greg Oden,Ohio State,1,1,"Greg Oden, Ohio State, 2007"
2007,SEA,Kevin Durant,Texas,1,2,"Kevin Durant, Texas, 2007"
2007,ATL,Al Horford,Florida,1,3,"Al Horford, Florida, 2007"
2007,MEM,Mike Conley,Ohio State,1,4,"Mike Conley, Ohio State, 2007"
2007,BOS,Jeff Green,Georgetown,1,5,"Jeff Green, Georgetown, 2007"
2007,MIL,Yi Jianlian,No US College,1,6,"Yi Jianlian, No US College, 2007"
2007,MIN,Corey Brewer,Florida,1,7,"Corey Brewer, Florida, 2007"
2007,CHA,Brandan Wright,UNC,1,8,"Brandan Wright, UNC, 2007"
2007,CHI,Joakim Noah,Florida,1,9,"Joakim Noah, Florida, 2007"
2007,SAC,Spencer Hawes,Washington,1,10,"Spencer Hawes, Washington, 2007"
2007,ATL,Acie Law,Texas A&M,1,11,"Acie Law, Texas A&M, 2007"
2007,PHI,Thaddeus Young,Georgia Tech,1,12,"Thaddeus Young, Georgia Tech, 2007"
2007,NOK,Julian Wright,Kansas,1,13,"Julian Wright, Kansas, 2007"
2007,LAC,Al Thornton,Florida State,1,14,"Al Thornton, Florida State, 2007"
2007,DET,Rodney Stuckey,Eastern Washington,1,15,"Rodney Stuckey, Eastern Washington, 2007"
2007,WAS,Nick Young,USC,1,16,"Nick Young, USC, 2007"
2007,NJN,Sean Williams,Boston College,1,17,"Sean Williams, Boston College, 2007"
2007,GSW,Marco Belinelli,No US College,1,18,"Marco Belinelli, No US College, 2007"
2007,LAL,Javaris Crittenton,Georgia Tech,1,19,"Javaris Crittenton, Georgia Tech, 2007"
2007,MIA,Jason Smith,Colorado State,1,20,"Jason Smith, Colorado State, 2007"
2007,PHI,Daequan Cook,Ohio State,1,21,"Daequan Cook, Ohio State, 2007"
2007,CHA,Jared Dudley,Boston College,1,22,"Jared Dudley, Boston College, 2007"
2007,NYK,Wilson Chandler,DePaul,1,23,"Wilson Chandler, DePaul, 2007"
2007,PHO,Rudy Fernández,No US College,1,24,"Rudy Fernández, No US College, 2007"
2007,UTA,Morris Almond,Rice University,1,25,"Morris Almond, Rice University, 2007"
2007,HOU,Aaron Brooks,Oregon,1,26,"Aaron Brooks, Oregon, 2007"
2007,DET,Arron Afflalo,UCLA,1,27,"Arron Afflalo, UCLA, 2007"
2007,SAS,Tiago Splitter,No US College,1,28,"Tiago Splitter, No US College, 2007"
2007,PHO,Alando Tucker,Wisconsin,1,29,"Alando Tucker, Wisconsin, 2007"
2007,PHI,Petteri Koponen,No US College,1,30,"Petteri Koponen, No US College, 2007"
2007,SEA,Carl Landry,Purdue,2,31,"Carl Landry, Purdue, 2007"
2007,BOS,Gabe Pruitt,USC,2,32,"Gabe Pruitt, USC, 2007"
2007,SAS,Marcus Williams,Arizona,2,33,"Marcus Williams, Arizona, 2007"
2007,DAL,Nick Fazekas,Nevada,2,34,"Nick Fazekas, Nevada, 2007"
2007,SEA,Glen Davis,LSU,2,35,"Glen Davis, LSU, 2007"
2007,GSW,Jermareo Davidson,Alabama,2,36,"Jermareo Davidson, Alabama, 2007"
2007,POR,Josh McRoberts,Duke,2,37,"Josh McRoberts, Duke, 2007"
2007,PHI,Kyrylo Fesenko,No US College,2,38,"Kyrylo Fesenko, No US College, 2007"
2007,MIA,Stanko Barać,No US College,2,39,"Stanko Barać, No US College, 2007"
2007,LAL,Sun Yue,No US College,2,40,"Sun Yue, No US College, 2007"
2007,MIN,Chris Richard,Florida,2,41,"Chris Richard, Florida, 2007"
2007,POR,Derrick Byars,Vanderbilt,2,42,"Derrick Byars, Vanderbilt, 2007"
2007,NOK,Adam Haluska,Iowa,2,43,"Adam Haluska, Iowa, 2007"
2007,ORL,Reyshawn Terry,UNC,2,44,"Reyshawn Terry, UNC, 2007"
2007,LAC,Jared Jordan,Marist College,2,45,"Jared Jordan, Marist College, 2007"
2007,GSW,Stéphane Lasme,UMass,2,46,"Stéphane Lasme, UMass, 2007"
2007,WAS,Dominic McGuire,Fresno State,2,47,"Dominic McGuire, Fresno State, 2007"
2007,LAL,Marc Gasol,No US College,2,48,"Marc Gasol, No US College, 2007"
2007,CHI,Aaron Gray,Pitt,2,49,"Aaron Gray, Pitt, 2007"
2007,DAL,Renaldas Seibutis,No US College,2,50,"Renaldas Seibutis, No US College, 2007"
2007,CHI,JamesOn Curry,Oklahoma State,2,51,"JamesOn Curry, Oklahoma State, 2007"
2007,POR,Taurean Green,Florida,2,52,"Taurean Green, Florida, 2007"
2007,POR,Demetris Nichols,Syracuse,2,53,"Demetris Nichols, Syracuse, 2007"
2007,HOU,Brad Newley,No US College,2,54,"Brad Newley, No US College, 2007"
2007,UTA,Herbert Hill,Providence,2,55,"Herbert Hill, Providence, 2007"
2007,MIL,Ramon Sessions,Nevada,2,56,"Ramon Sessions, Nevada, 2007"
2007,DET,Sammy Mejia,DePaul,2,57,"Sammy Mejia, DePaul, 2007"
2007,SAS,Georgios Printezis,No US College,2,58,"Georgios Printezis, No US College, 2007"
2007,PHO,D.J. Strawberry,Maryland,2,59,"D.J. Strawberry, Maryland, 2007"
2007,DAL,Milovan Raković,No US College,2,60,"Milovan Raković, No US College, 2007"
2008,CHI,Derrick Rose,Memphis,1,1,"Derrick Rose, Memphis, 2008"
2008,MIA,Michael Beasley,Kansas State,1,2,"Michael Beasley, Kansas State, 2008"
2008,MIN,O.J. Mayo,USC,1,3,"O.J. Mayo, USC, 2008"
2008,SEA,Russell Westbrook,UCLA,1,4,"Russell Westbrook, UCLA, 2008"
2008,MEM,Kevin Love,UCLA,1,5,"Kevin Love, UCLA, 2008"
2008,NYK,Danilo Gallinari,No US College,1,6,"Danilo Gallinari, No US College, 2008"
2008,LAC,Eric Gordon,Indiana,1,7,"Eric Gordon, Indiana, 2008"
2008,MIL,Joe Alexander,West Virginia,1,8,"Joe Alexander, West Virginia, 2008"
2008,CHA,D.J. Augustin,Texas,1,9,"D.J. Augustin, Texas, 2008"
2008,NJN,Brook Lopez,Stanford,1,10,"Brook Lopez, Stanford, 2008"
2008,IND,Jerryd Bayless,Arizona,1,11,"Jerryd Bayless, Arizona, 2008"
2008,SAC,Jason Thompson,Rider University,1,12,"Jason Thompson, Rider University, 2008"
2008,POR,Brandon Rush,Kansas,1,13,"Brandon Rush, Kansas, 2008"
2008,GSW,Anthony Randolph,LSU,1,14,"Anthony Randolph, LSU, 2008"
2008,PHO,Robin Lopez,Stanford,1,15,"Robin Lopez, Stanford, 2008"
2008,PHI,Marreese Speights,Florida,1,16,"Marreese Speights, Florida, 2008"
2008,TOR,Roy Hibbert,Georgetown,1,17,"Roy Hibbert, Georgetown, 2008"
2008,WAS,JaVale McGee,Nevada,1,18,"JaVale McGee, Nevada, 2008"
2008,CLE,J.J. Hickson,NC State,1,19,"J.J. Hickson, NC State, 2008"
2008,CHA,Alexis Ajinça,No US College,1,20,"Alexis Ajinça, No US College, 2008"
2008,NJN,Ryan Anderson,California,1,21,"Ryan Anderson, California, 2008"
2008,ORL,Courtney Lee,Western Kentucky,1,22,"Courtney Lee, Western Kentucky, 2008"
2008,UTA,Kosta Koufos,Ohio State,1,23,"Kosta Koufos, Ohio State, 2008"
2008,SEA,Serge Ibaka,No US College,1,24,"Serge Ibaka, No US College, 2008"
2008,HOU,Nicolas Batum,No US College,1,25,"Nicolas Batum, No US College, 2008"
2008,SAS,George Hill,IUPUI,1,26,"George Hill, IUPUI, 2008"
2008,NOH,Darrell Arthur,Kansas,1,27,"Darrell Arthur, Kansas, 2008"
2008,MEM,Donté Greene,Syracuse,1,28,"Donté Greene, Syracuse, 2008"
2008,DET,D.J. White,Indiana,1,29,"D.J. White, Indiana, 2008"
2008,BOS,J.R. Giddens,New Mexico,1,30,"J.R. Giddens, New Mexico, 2008"
2008,MIN,Nikola Peković,No US College,2,31,"Nikola Peković, No US College, 2008"
2008,SEA,Walter Sharpe,UAB,2,32,"Walter Sharpe, UAB, 2008"
2008,POR,Joey Dorsey,Memphis,2,33,"Joey Dorsey, Memphis, 2008"
2008,MIN,Mario Chalmers,Kansas,2,34,"Mario Chalmers, Kansas, 2008"
2008,LAC,DeAndre Jordan,Texas A&M,2,35,"DeAndre Jordan, Texas A&M, 2008"
2008,POR,Ömer Aşık,No US College,2,36,"Ömer Aşık, No US College, 2008"
2008,MIL,Luc Mbah a Moute,UCLA,2,37,"Luc Mbah a Moute, UCLA, 2008"
2008,CHA,Kyle Weaver,Washington State,2,38,"Kyle Weaver, Washington State, 2008"
2008,CHI,Sonny Weems,Arkansas,2,39,"Sonny Weems, Arkansas, 2008"
2008,NJN,Chris Douglas-Roberts,Memphis,2,40,"Chris Douglas-Roberts, Memphis, 2008"
2008,IND,Nathan Jawai,No US College,2,41,"Nathan Jawai, No US College, 2008"
2008,SAC,Sean Singletary,Virginia,2,42,"Sean Singletary, Virginia, 2008"
2008,SAC,Patrick Ewing,Georgetown,2,43,"Patrick Ewing, Georgetown, 2008"
2008,UTA,Ante Tomić,No US College,2,44,"Ante Tomić, No US College, 2008"
2008,SAS,Goran Dragić,No US College,2,45,"Goran Dragić, No US College, 2008"
2008,SEA,Trent Plaisted,Brigham Young University Hawaii,2,46,"Trent Plaisted, Brigham Young University Hawaii, 2008"
2008,WAS,Henry Walker,Kansas State,2,47,"Henry Walker, Kansas State, 2008"
2008,PHO,Malik Hairston,Oregon,2,48,"Malik Hairston, Oregon, 2008"
2008,GSW,Richard Hendrix,Alabama,2,49,"Richard Hendrix, Alabama, 2008"
2008,SEA,DeVon Hardin,California,2,50,"DeVon Hardin, California, 2008"
2008,DAL,Shan Foster,Vanderbilt,2,51,"Shan Foster, Vanderbilt, 2008"
2008,MIA,Darnell Jackson,Kansas,2,52,"Darnell Jackson, Kansas, 2008"
2008,UTA,Tadija Dragićević,No US College,2,53,"Tadija Dragićević, No US College, 2008"
2008,HOU,Maarty Leunen,Oregon,2,54,"Maarty Leunen, Oregon, 2008"
2008,POR,Mike Taylor,Iowa State,2,55,"Mike Taylor, Iowa State, 2008"
2008,SEA,Sasha Kaun,Kansas,2,56,"Sasha Kaun, Kansas, 2008"
2008,SAS,James Gist,Maryland,2,57,"James Gist, Maryland, 2008"
2008,LAL,Joe Crawford,Kentucky,2,58,"Joe Crawford, Kentucky, 2008"
2008,DET,Deron Washington,Virginia Tech,2,59,"Deron Washington, Virginia Tech, 2008"
2008,BOS,Semih Erden,No US College,2,60,"Semih Erden, No US College, 2008"
2009,LAC,Blake Griffin,Oklahoma,1,1,"Blake Griffin, Oklahoma, 2009"
2009,MEM,Hasheem Thabeet,UConn,1,2,"Hasheem Thabeet, UConn, 2009"
2009,OKC,James Harden,Arizona State,1,3,"James Harden, Arizona State, 2009"
2009,SAC,Tyreke Evans,Memphis,1,4,"Tyreke Evans, Memphis, 2009"
2009,MIN,Ricky Rubio,No US College,1,5,"Ricky Rubio, No US College, 2009"
2009,MIN,Jonny Flynn,Syracuse,1,6,"Jonny Flynn, Syracuse, 2009"
2009,GSW,Stephen Curry,Davidson,1,7,"Stephen Curry, Davidson, 2009"
2009,NYK,Jordan Hill,Arizona,1,8,"Jordan Hill, Arizona, 2009"
2009,TOR,DeMar DeRozan,USC,1,9,"DeMar DeRozan, USC, 2009"
2009,MIL,Brandon Jennings,No US College,1,10,"Brandon Jennings, No US College, 2009"
2009,NJN,Terrence Williams,Louisville,1,11,"Terrence Williams, Louisville, 2009"
2009,CHA,Gerald Henderson,Duke,1,12,"Gerald Henderson, Duke, 2009"
2009,IND,Tyler Hansbrough,UNC,1,13,"Tyler Hansbrough, UNC, 2009"
2009,PHO,Earl Clark,Louisville,1,14,"Earl Clark, Louisville, 2009"
2009,DET,Austin Daye,Gonzaga,1,15,"Austin Daye, Gonzaga, 2009"
2009,CHI,James Johnson,Wake Forest,1,16,"James Johnson, Wake Forest, 2009"
2009,PHI,Jrue Holiday,UCLA,1,17,"Jrue Holiday, UCLA, 2009"
2009,MIN,Ty Lawson,UNC,1,18,"Ty Lawson, UNC, 2009"
2009,ATL,Jeff Teague,Wake Forest,1,19,"Jeff Teague, Wake Forest, 2009"
2009,UTA,Eric Maynor,VCU,1,20,"Eric Maynor, VCU, 2009"
2009,NOH,Darren Collison,UCLA,1,21,"Darren Collison, UCLA, 2009"
2009,POR,Victor Claver,No US College,1,22,"Victor Claver, No US College, 2009"
2009,SAC,Omri Casspi,No US College,1,23,"Omri Casspi, No US College, 2009"
2009,DAL,Byron Mullens,Ohio State,1,24,"Byron Mullens, Ohio State, 2009"
2009,OKC,Rodrigue Beaubois,No US College,1,25,"Rodrigue Beaubois, No US College, 2009"
2009,CHI,Taj Gibson,USC,1,26,"Taj Gibson, USC, 2009"
2009,MEM,DeMarre Carroll,Missouri,1,27,"DeMarre Carroll, Missouri, 2009"
2009,MIN,Wayne Ellington,UNC,1,28,"Wayne Ellington, UNC, 2009"
2009,LAL,Toney Douglas,Florida State,1,29,"Toney Douglas, Florida State, 2009"
2009,CLE,Christian Eyenga,No US College,1,30,"Christian Eyenga, No US College, 2009"
2009,SAC,Jeff Ayres,Arizona State,2,31,"Jeff Ayres, Arizona State, 2009"
2009,WAS,Jermaine Taylor,Central Florida,2,32,"Jermaine Taylor, Central Florida, 2009"
2009,POR,Dante Cunningham,Villanova,2,33,"Dante Cunningham, Villanova, 2009"
2009,DEN,Sergio Llull,No US College,2,34,"Sergio Llull, No US College, 2009"
2009,DET,DaJuan Summers,Georgetown,2,35,"DaJuan Summers, Georgetown, 2009"
2009,MEM,Sam Young,Pitt,2,36,"Sam Young, Pitt, 2009"
2009,SAS,DeJuan Blair,Pitt,2,37,"DeJuan Blair, Pitt, 2009"
2009,POR,Jon Brockman,Washington,2,38,"Jon Brockman, Washington, 2009"
2009,DET,Jonas Jerebko,No US College,2,39,"Jonas Jerebko, No US College, 2009"
2009,CHA,Derrick Brown,Xavier,2,40,"Derrick Brown, Xavier, 2009"
2009,MIL,Jodie Meeks,Kentucky,2,41,"Jodie Meeks, Kentucky, 2009"
2009,LAL,Patrick Beverley,Arkansas,2,42,"Patrick Beverley, Arkansas, 2009"
2009,MIA,Marcus Thornton,LSU,2,43,"Marcus Thornton, LSU, 2009"
2009,DET,Chase Budinger,Arizona,2,44,"Chase Budinger, Arizona, 2009"
2009,MIN,Nick Calathes,Florida,2,45,"Nick Calathes, Florida, 2009"
2009,CLE,Danny Green,UNC,2,46,"Danny Green, UNC, 2009"
2009,MIN,Henk Norel,No US College,2,47,"Henk Norel, No US College, 2009"
2009,PHO,Taylor Griffin,Oklahoma,2,48,"Taylor Griffin, Oklahoma, 2009"
2009,ATL,Sergiy Gladyr,No US College,2,49,"Sergiy Gladyr, No US College, 2009"
2009,UTA,Goran Suton,Michigan State,2,50,"Goran Suton, Michigan State, 2009"
2009,SAS,Jack McClinton,Miami (FL),2,51,"Jack McClinton, Miami (FL), 2009"
2009,IND,A.J. Price,UConn,2,52,"A.J. Price, UConn, 2009"
2009,SAS,Nando De Colo,No US College,2,53,"Nando De Colo, No US College, 2009"
2009,CHA,Robert Vaden,UAB,2,54,"Robert Vaden, UAB, 2009"
2009,POR,Patty Mills,Saint Mary's,2,55,"Patty Mills, Saint Mary's, 2009"
2009,DAL,Ahmad Nivins,Saint Joseph's,2,56,"Ahmad Nivins, Saint Joseph's, 2009"
2009,PHO,Emir Preldžić,No US College,2,57,"Emir Preldžić, No US College, 2009"
2009,BOS,Lester Hudson,University of Tennessee at Martin,2,58,"Lester Hudson, University of Tennessee at Martin, 2009"
2009,LAL,Chinemelu Elonu,Texas A&M,2,59,"Chinemelu Elonu, Texas A&M, 2009"
2009,MIA,Robert Dozier,Memphis,2,60,"Robert Dozier, Memphis, 2009"
2010,WAS,John Wall,Kentucky,1,1,"John Wall, Kentucky, 2010"
2010,PHI,Evan Turner,Ohio State,1,2,"Evan Turner, Ohio State, 2010"
2010,NJN,Derrick Favors,Georgia Tech,1,3,"Derrick Favors, Georgia Tech, 2010"
2010,MIN,Wesley Johnson,Syracuse,1,4,"Wesley Johnson, Syracuse, 2010"
2010,SAC,DeMarcus Cousins,Kentucky,1,5,"DeMarcus Cousins, Kentucky, 2010"
2010,GSW,Ekpe Udoh,Baylor,1,6,"Ekpe Udoh, Baylor, 2010"
2010,DET,Greg Monroe,Georgetown,1,7,"Greg Monroe, Georgetown, 2010"
2010,LAC,Al-Farouq Aminu,Wake Forest,1,8,"Al-Farouq Aminu, Wake Forest, 2010"
2010,UTA,Gordon Hayward,Butler,1,9,"Gordon Hayward, Butler, 2010"
2010,IND,Paul George,Fresno State,1,10,"Paul George, Fresno State, 2010"
2010,NOH,Cole Aldrich,Kansas,1,11,"Cole Aldrich, Kansas, 2010"
2010,MEM,Xavier Henry,Kansas,1,12,"Xavier Henry, Kansas, 2010"
2010,TOR,Ed Davis,UNC,1,13,"Ed Davis, UNC, 2010"
2010,HOU,Patrick Patterson,Kentucky,1,14,"Patrick Patterson, Kentucky, 2010"
2010,MIL,Larry Sanders,VCU,1,15,"Larry Sanders, VCU, 2010"
2010,MIN,Luke Babbitt,Nevada,1,16,"Luke Babbitt, Nevada, 2010"
2010,CHI,Kevin Séraphin,No US College,1,17,"Kevin Séraphin, No US College, 2010"
2010,OKC,Eric Bledsoe,Kentucky,1,18,"Eric Bledsoe, Kentucky, 2010"
2010,BOS,Avery Bradley,Texas,1,19,"Avery Bradley, Texas, 2010"
2010,SAS,James Anderson,Oklahoma State,1,20,"James Anderson, Oklahoma State, 2010"
2010,OKC,Craig Brackins,Iowa State,1,21,"Craig Brackins, Iowa State, 2010"
2010,POR,Elliot Williams,Memphis,1,22,"Elliot Williams, Memphis, 2010"
2010,MIN,Trevor Booker,Clemson,1,23,"Trevor Booker, Clemson, 2010"
2010,ATL,Damion James,Texas,1,24,"Damion James, Texas, 2010"
2010,MEM,Dominique Jones,South Florida,1,25,"Dominique Jones, South Florida, 2010"
2010,OKC,Quincy Pondexter,Washington,1,26,"Quincy Pondexter, Washington, 2010"
2010,NJN,Jordan Crawford,Xavier,1,27,"Jordan Crawford, Xavier, 2010"
2010,MEM,Greivis Vásquez,Maryland,1,28,"Greivis Vásquez, Maryland, 2010"
2010,ORL,Daniel Orton,Kentucky,1,29,"Daniel Orton, Kentucky, 2010"
2010,WAS,Lazar Hayward,Marquette,1,30,"Lazar Hayward, Marquette, 2010"
2010,NJN,Tibor Pleiß,No US College,2,31,"Tibor Pleiß, No US College, 2010"
2010,MIA,Dexter Pittman,Texas,2,32,"Dexter Pittman, Texas, 2010"
2010,SAC,Hassan Whiteside,Marshall,2,33,"Hassan Whiteside, Marshall, 2010"
2010,POR,Armon Johnson,Nevada,2,34,"Armon Johnson, Nevada, 2010"
2010,WAS,Nemanja Bjelica,No US College,2,35,"Nemanja Bjelica, No US College, 2010"
2010,DET,Terrico White,Ole Miss,2,36,"Terrico White, Ole Miss, 2010"
2010,MIL,Darington Hobson,New Mexico,2,37,"Darington Hobson, New Mexico, 2010"
2010,NYK,Andy Rautins,Syracuse,2,38,"Andy Rautins, Syracuse, 2010"
2010,NYK,Landry Fields,Stanford,2,39,"Landry Fields, Stanford, 2010"
2010,IND,Lance Stephenson,Cincinnati,2,40,"Lance Stephenson, Cincinnati, 2010"
2010,MIA,Jarvis Varnado,Mississippi State,2,41,"Jarvis Varnado, Mississippi State, 2010"
2010,MIA,Da'Sean Butler,West Virginia,2,42,"Da'Sean Butler, West Virginia, 2010"
2010,LAL,Devin Ebanks,West Virginia,2,43,"Devin Ebanks, West Virginia, 2010"
2010,MIL,Jerome Jordan,Tulsa,2,44,"Jerome Jordan, Tulsa, 2010"
2010,MIN,Paulão Prestes,No US College,2,45,"Paulão Prestes, No US College, 2010"
2010,PHO,Gani Lawal,Georgia Tech,2,46,"Gani Lawal, Georgia Tech, 2010"
2010,MIL,Tiny Gallon,Oklahoma,2,47,"Tiny Gallon, Oklahoma, 2010"
2010,MIA,Latavious Williams,No US College,2,48,"Latavious Williams, No US College, 2010"
2010,SAS,Ryan Richards,No US College,2,49,"Ryan Richards, No US College, 2010"
2010,DAL,Solomon Alabi,Florida State,2,50,"Solomon Alabi, Florida State, 2010"
2010,OKC,Magnum Rolle,Louisiana Tech,2,51,"Magnum Rolle, Louisiana Tech, 2010"
2010,BOS,Luke Harangody,Notre Dame,2,52,"Luke Harangody, Notre Dame, 2010"
2010,ATL,Pape Sy,No US College,2,53,"Pape Sy, No US College, 2010"
2010,LAC,Willie Warren,Oklahoma,2,54,"Willie Warren, Oklahoma, 2010"
2010,UTA,Jeremy Evans,Western Kentucky,2,55,"Jeremy Evans, Western Kentucky, 2010"
2010,MIN,Hamady N'Diaye,Rutgers University,2,56,"Hamady N'Diaye, Rutgers University, 2010"
2010,IND,Ryan Reid,Florida State,2,57,"Ryan Reid, Florida State, 2010"
2010,LAL,Derrick Caracter,Texas-El Paso,2,58,"Derrick Caracter, Texas-El Paso, 2010"
2010,ORL,Stanley Robinson,UConn,2,59,"Stanley Robinson, UConn, 2010"
2010,PHO,Dwayne Collins,Miami (FL),2,60,"Dwayne Collins, Miami (FL), 2010"
2011,CLE,Kyrie Irving,Duke,1,1,"Kyrie Irving, Duke, 2011"
2011,MIN,Derrick Williams,Arizona,1,2,"Derrick Williams, Arizona, 2011"
2011,UTA,Enes Kanter,No US College,1,3,"Enes Kanter, No US College, 2011"
2011,CLE,Tristan Thompson,Texas,1,4,"Tristan Thompson, Texas, 2011"
2011,TOR,Jonas Valančiūnas,No US College,1,5,"Jonas Valančiūnas, No US College, 2011"
2011,WAS,Jan Veselý,No US College,1,6,"Jan Veselý, No US College, 2011"
2011,SAC,Bismack Biyombo,No US College,1,7,"Bismack Biyombo, No US College, 2011"
2011,DET,Brandon Knight,Kentucky,1,8,"Brandon Knight, Kentucky, 2011"
2011,CHA,Kemba Walker,UConn,1,9,"Kemba Walker, UConn, 2011"
2011,MIL,Jimmer Fredette,BYU,1,10,"Jimmer Fredette, BYU, 2011"
2011,GSW,Klay Thompson,Washington State,1,11,"Klay Thompson, Washington State, 2011"
2011,UTA,Alec Burks,Colorado,1,12,"Alec Burks, Colorado, 2011"
2011,PHO,Markieff Morris,Kansas,1,13,"Markieff Morris, Kansas, 2011"
2011,HOU,Marcus Morris,Kansas,1,14,"Marcus Morris, Kansas, 2011"
2011,IND,Kawhi Leonard,San Diego State,1,15,"Kawhi Leonard, San Diego State, 2011"
2011,PHI,Nikola Vučević,USC,1,16,"Nikola Vučević, USC, 2011"
2011,NYK,Iman Shumpert,Georgia Tech,1,17,"Iman Shumpert, Georgia Tech, 2011"
2011,WAS,Chris Singleton,Florida State,1,18,"Chris Singleton, Florida State, 2011"
2011,CHA,Tobias Harris,Tennessee,1,19,"Tobias Harris, Tennessee, 2011"
2011,MIN,Donatas Motiejūnas,No US College,1,20,"Donatas Motiejūnas, No US College, 2011"
2011,POR,Nolan Smith,Duke,1,21,"Nolan Smith, Duke, 2011"
2011,DEN,Kenneth Faried,Morehead State University,1,22,"Kenneth Faried, Morehead State University, 2011"
2011,HOU,Nikola Mirotić,No US College,1,23,"Nikola Mirotić, No US College, 2011"
2011,OKC,Reggie Jackson,Boston College,1,24,"Reggie Jackson, Boston College, 2011"
2011,BOS,MarShon Brooks,Providence,1,25,"MarShon Brooks, Providence, 2011"
2011,DAL,Jordan Hamilton,Texas,1,26,"Jordan Hamilton, Texas, 2011"
2011,NJN,JaJuan Johnson,Purdue,1,27,"JaJuan Johnson, Purdue, 2011"
2011,CHI,Norris Cole,Cleveland State University,1,28,"Norris Cole, Cleveland State University, 2011"
2011,SAS,Cory Joseph,Texas,1,29,"Cory Joseph, Texas, 2011"
2011,CHI,Jimmy Butler,Marquette,1,30,"Jimmy Butler, Marquette, 2011"
2011,MIA,Bojan Bogdanović,No US College,2,31,"Bojan Bogdanović, No US College, 2011"
2011,CLE,Justin Harper,Richmond,2,32,"Justin Harper, Richmond, 2011"
2011,DET,Kyle Singler,Duke,2,33,"Kyle Singler, Duke, 2011"
2011,WAS,Shelvin Mack,Butler,2,34,"Shelvin Mack, Butler, 2011"
2011,SAC,Tyler Honeycutt,UCLA,2,35,"Tyler Honeycutt, UCLA, 2011"
2011,NJN,Jordan Williams,Maryland,2,36,"Jordan Williams, Maryland, 2011"
2011,LAC,Trey Thompkins,Georgia,2,37,"Trey Thompkins, Georgia, 2011"
2011,HOU,Chandler Parsons,Florida,2,38,"Chandler Parsons, Florida, 2011"
2011,CHA,Jeremy Tyler,No US College,2,39,"Jeremy Tyler, No US College, 2011"
2011,MIL,Jon Leuer,Wisconsin,2,40,"Jon Leuer, Wisconsin, 2011"
2011,LAL,Darius Morris,Michigan,2,41,"Darius Morris, Michigan, 2011"
2011,IND,Dāvis Bertāns,No US College,2,42,"Dāvis Bertāns, No US College, 2011"
2011,CHI,Malcolm Lee,UCLA,2,43,"Malcolm Lee, UCLA, 2011"
2011,GSW,Charles Jenkins,Hofstra,2,44,"Charles Jenkins, Hofstra, 2011"
2011,NOH,Josh Harrellson,Kentucky,2,45,"Josh Harrellson, Kentucky, 2011"
