,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
0,2000-01,Western Michigan,MAC,25,6,405,4.4,10.8,0.413,3.7,8.0,0.457,0.8,2.8,0.28600000000000003,3.3,4.2,0.767,3.5,1.2,1.1,1.2,1.6,6.0,12.9,Terrance Slater
1,2001-02,Western Michigan,MAC,29,22,657,3.3,8.4,0.391,2.6,6.5,0.396,0.7,1.9,0.375,2.7,3.7,0.733,4.4,1.3,1.5,0.9,2.1,3.8,10.0,Terrance Slater
2,2002-03,Western Michigan,MAC,31,15,510,3.9,9.3,0.424,3.4,7.8,0.434,0.5,1.5,0.368,2.7,4.5,0.603,3.8,2.1,2.0,0.4,1.6,3.5,11.1,Terrance Slater
3,Career,Western Michigan,,85,43,1572,3.8,9.3,0.408,3.1,7.3,0.42700000000000005,0.7,2.0,0.342,2.8,4.1,0.696,4.0,1.6,1.6,0.8,1.8,4.2,11.1,Terrance Slater
0,2005-06,Texas A&M-Corpus Christi,Ind,16,0,118,5.8,9.8,0.586,4.4,6.1,0.722,1.4,3.7,0.364,4.4,4.7,0.929,7.1,5.1,1.7,0.0,2.7,6.4,17.3,Matt Slatnick
1,2006-07,Texas A&M-Corpus Christi,Southland,22,0,142,6.5,13.5,0.479,4.5,8.2,0.552,2.0,5.4,0.368,3.1,4.2,0.733,2.8,2.8,1.4,0.0,2.3,4.2,18.0,Matt Slatnick
2,2007-08,Texas A&M-Corpus Christi,Southland,20,1,134,2.4,9.6,0.25,0.6,2.7,0.222,1.8,6.9,0.261,1.5,2.1,0.7140000000000001,2.7,3.3,1.5,0.0,2.4,3.6,8.1,Matt Slatnick
3,Career,Texas A&M-Corpus Christi,,58,1,394,4.9,11.1,0.44,3.1,5.7,0.5539999999999999,1.7,5.4,0.321,2.9,3.7,0.8059999999999999,4.1,3.7,1.5,0.0,2.4,4.7,14.4,Matt Slatnick
0,2005-06,Butler,Horizon,9,0,22,10.9,18.2,0.6,9.1,10.9,0.833,1.8,7.3,0.25,0.0,0.0,,1.8,0.0,1.8,0.0,1.8,1.8,23.6,Ben Slaton
1,2006-07,Butler,Horizon,12,0,29,2.8,12.4,0.222,2.8,8.3,0.33299999999999996,0.0,4.1,0.0,4.1,5.5,0.75,4.1,2.8,1.4,0.0,4.1,2.8,9.7,Ben Slaton
2,2007-08,Butler,Horizon,5,0,5,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,Ben Slaton
3,Career,Butler,,26,0,56,6.4,14.3,0.45,5.0,8.6,0.583,1.4,5.7,0.25,3.6,4.3,0.833,2.9,1.4,1.4,0.0,2.9,2.9,17.9,Ben Slaton
0,2016-17,Middle Tennessee,CUSA,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Slatten
1,2017-18,Middle Tennessee,CUSA,2,0,2,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Slatten
2,Career,Middle Tennessee,,3,0,3,0.0,13.3,0.0,0.0,13.3,0.0,0.0,0.0,,0.0,0.0,,26.7,0.0,0.0,0.0,0.0,0.0,0.0,Will Slatten
0,2001-02,Delaware,CAA,30,12,587,3.7,9.4,0.391,2.5,5.5,0.46299999999999997,1.2,4.0,0.293,1.4,1.7,0.8,4.0,6.4,2.0,0.1,3.1,3.5,9.9,Mike Slattery
1,2002-03,Delaware,CAA,29,29,1035,4.4,11.0,0.4,2.8,6.4,0.44,1.6,4.6,0.345,1.8,2.6,0.7120000000000001,3.7,6.9,2.0,0.0,3.0,2.6,12.2,Mike Slattery
2,2003-04,Delaware,CAA,28,28,945,4.5,10.7,0.425,3.0,6.6,0.449,1.6,4.1,0.385,2.4,3.6,0.659,3.5,7.0,2.0,0.1,3.0,2.5,13.0,Mike Slattery
3,2004-05,Delaware,CAA,26,26,954,3.9,8.7,0.442,2.9,5.8,0.489,1.0,2.9,0.348,1.1,2.1,0.54,2.8,7.0,1.7,0.0,2.7,2.3,9.9,Mike Slattery
4,Career,Delaware,,113,95,3521,4.2,10.0,0.41600000000000004,2.8,6.1,0.45799999999999996,1.4,3.9,0.348,1.7,2.6,0.664,3.4,6.9,1.9,0.1,2.9,2.6,11.4,Mike Slattery
0,2006-07,Western Kentucky,Sun Belt,33,3,526,5.7,13.5,0.42100000000000004,3.8,8.5,0.446,1.9,5.0,0.379,1.9,2.8,0.6759999999999999,4.3,2.4,2.4,0.2,2.9,4.2,15.2,A.J. Slaughter
1,2007-08,Western Kentucky,Sun Belt,36,7,677,5.8,13.3,0.436,3.8,8.7,0.435,2.0,4.6,0.436,2.5,3.4,0.754,4.5,2.3,2.4,0.2,3.0,3.4,16.1,A.J. Slaughter
2,2008-09,Western Kentucky,Sun Belt,32,32,1107,6.2,14.8,0.41700000000000004,3.6,7.7,0.467,2.6,7.2,0.364,3.6,4.7,0.767,3.6,4.1,1.6,0.0,2.5,2.1,18.5,A.J. Slaughter
3,2009-10,Western Kentucky,Sun Belt,34,34,1240,5.9,14.3,0.41600000000000004,3.4,7.2,0.473,2.5,7.1,0.359,4.8,5.8,0.8270000000000001,3.5,4.7,1.7,0.1,3.0,2.0,19.2,A.J. Slaughter
4,Career,Western Kentucky,,135,76,3550,5.9,14.1,0.42100000000000004,3.6,7.8,0.45899999999999996,2.4,6.3,0.374,3.5,4.5,0.784,3.8,3.7,1.9,0.1,2.8,2.6,17.8,A.J. Slaughter
0,1998-99,Jacksonville,TAAC,27,,,,,0.5589999999999999,,,0.561,,,0.0,,,0.745,,,,,,,,Calvin Slaughter
1,1999-00,Jacksonville,TAAC,25,25.0,,,,0.539,,,0.541,,,0.0,,,0.68,,,,,,,,Calvin Slaughter
2,Career,Jacksonville,,52,25.0,,,,0.5479999999999999,,,0.55,,,0.0,,,0.7170000000000001,,,,,,,,Calvin Slaughter
0,1998-99,Alcorn State,SWAC,24,,,,,0.435,,,0.44,,,0.0,,,0.511,,,,,,,,Chad Slaughter
1,Career,Alcorn State,,24,,,,,0.435,,,0.44,,,0.0,,,0.511,,,,,,,,Chad Slaughter
0,2002-03,Eastern Kentucky,OVC,26,10,405,5.7,10.4,0.552,5.7,10.4,0.552,0.0,0.0,,1.0,2.8,0.35700000000000004,9.0,1.0,1.4,1.4,2.2,5.7,12.4,Champ Slaughter
1,2003-04,Eastern Kentucky,OVC,16,3,161,4.0,8.4,0.47100000000000003,4.0,8.4,0.47100000000000003,0.0,0.0,,5.0,8.2,0.606,9.7,2.0,2.2,0.7,2.7,6.0,12.9,Champ Slaughter
2,Career,Eastern Kentucky,,42,13,566,5.2,9.8,0.532,5.2,9.8,0.532,0.0,0.0,,2.1,4.3,0.49200000000000005,9.2,1.3,1.6,1.2,2.3,5.8,12.6,Champ Slaughter
0,1993-94,USC,Pac-10,4,0.0,7.0,0.0,5.7,0.0,0.0,5.7,0.0,0.0,0.0,,5.7,11.4,0.5,0.0,5.7,0.0,0.0,,0.0,5.7,Craig Slaughter
1,1994-95,USC,Pac-10,3,0.0,6.0,0.0,20.0,0.0,0.0,13.3,0.0,0.0,6.7,0.0,0.0,0.0,,0.0,6.7,0.0,0.0,,0.0,0.0,Craig Slaughter
2,1995-96,USC,Pac-10,13,,,,,0.429,,,0.5,,,0.33299999999999996,,,,,,,,,,,Craig Slaughter
3,Career,USC,,20,0.0,13.0,9.2,33.8,0.273,6.2,21.5,0.28600000000000003,3.1,12.3,0.25,3.1,6.2,0.5,18.5,12.3,3.1,0.0,,0.0,24.6,Craig Slaughter
0,1998-99,Loyola Marymount,WCC,12,12,187,2.4,8.1,0.289,1.5,5.1,0.292,0.9,3.0,0.28600000000000003,4.1,6.0,0.679,7.3,6.6,2.6,0.9,,2.6,9.6,Curtis Slaughter
1,1999-00,Loyola Marymount,WCC,28,25,847,4.5,12.5,0.36200000000000004,2.4,5.8,0.41,2.2,6.8,0.322,2.2,2.6,0.8390000000000001,5.0,3.9,1.4,0.5,,2.6,13.5,Curtis Slaughter
2,2001-02,Cal State Northridge,Big West,26,14,565,4.8,12.0,0.4,2.1,5.0,0.423,2.7,7.0,0.384,3.1,3.8,0.815,5.7,3.8,1.9,0.2,3.6,2.8,15.4,Curtis Slaughter
3,2002-03,Cal State Northridge,Big West,29,28,985,5.4,13.4,0.40399999999999997,3.0,6.7,0.455,2.4,6.7,0.354,3.5,4.4,0.7959999999999999,5.7,4.9,2.0,0.3,4.0,2.0,16.6,Curtis Slaughter
4,Career,Overall,,95,79,2584,4.8,12.4,0.384,2.5,5.9,0.424,2.3,6.5,0.348,3.0,3.8,0.797,5.6,4.4,1.8,0.4,,2.4,14.8,Curtis Slaughter
5,,Loyola Marymount,,40,37,1034,4.1,11.7,0.353,2.2,5.6,0.39,1.9,6.1,0.318,2.6,3.2,0.7859999999999999,5.4,4.4,1.6,0.5,,2.6,12.8,Curtis Slaughter
6,,Cal State Northridge,,55,42,1550,5.2,12.9,0.40299999999999997,2.7,6.1,0.445,2.5,6.8,0.365,3.4,4.2,0.802,5.7,4.5,2.0,0.3,,2.3,16.2,Curtis Slaughter
0,2012-13,Alabama,SEC,11,0,43,3.7,9.3,0.4,2.8,4.7,0.6,0.9,4.7,0.2,2.8,3.7,0.75,7.4,1.9,0.0,1.9,2.8,5.6,11.2,Dakota Slaughter
1,2013-14,Alabama,SEC,11,0,29,6.9,11.0,0.625,2.8,2.8,1.0,4.1,8.3,0.5,0.0,0.0,,9.7,2.8,2.8,1.4,0.0,2.8,17.9,Dakota Slaughter
2,2014-15,Alabama,SEC,15,1,93,3.9,7.3,0.529,1.3,1.3,1.0,2.6,6.0,0.429,0.9,0.9,1.0,2.6,1.3,0.9,0.4,0.9,3.4,11.2,Dakota Slaughter
3,2015-16,Texas-Rio Grande Valley,WAC,30,30,934,5.2,11.7,0.44299999999999995,2.8,5.1,0.546,2.4,6.6,0.364,1.9,2.5,0.746,5.6,2.7,0.7,0.6,2.1,3.7,14.6,Dakota Slaughter
4,Career,Overall,,67,31,1099,5.1,11.2,0.451,2.7,4.7,0.5660000000000001,2.4,6.5,0.369,1.8,2.4,0.754,5.5,2.5,0.7,0.7,1.9,3.7,14.3,Dakota Slaughter
5,,Alabama,,37,1,165,4.4,8.5,0.514,1.9,2.4,0.8,2.4,6.1,0.4,1.2,1.5,0.833,5.1,1.7,1.0,1.0,1.2,3.9,12.4,Dakota Slaughter
6,,Texas-Rio Grande Valley,,30,30,934,5.2,11.7,0.44299999999999995,2.8,5.1,0.546,2.4,6.6,0.364,1.9,2.5,0.746,5.6,2.7,0.7,0.6,2.1,3.7,14.6,Dakota Slaughter
0,2001-02,Alabama State,SWAC,7,0,32,1.3,3.8,0.33299999999999996,1.3,3.8,0.33299999999999996,0.0,0.0,,5.0,5.0,1.0,6.3,2.5,2.5,0.0,5.0,2.5,7.5,George Slaughter
1,Career,Alabama State,,7,0,32,1.3,3.8,0.33299999999999996,1.3,3.8,0.33299999999999996,0.0,0.0,,5.0,5.0,1.0,6.3,2.5,2.5,0.0,5.0,2.5,7.5,George Slaughter
0,2007-08,Texas Southern,SWAC,7,0,66,2.4,7.9,0.308,2.4,6.7,0.364,0.0,1.2,0.0,0.6,4.2,0.14300000000000002,6.1,1.2,0.0,0.0,3.0,3.0,5.5,Herschel Slaughter
1,Career,Texas Southern,,7,0,66,2.4,7.9,0.308,2.4,6.7,0.364,0.0,1.2,0.0,0.6,4.2,0.14300000000000002,6.1,1.2,0.0,0.0,3.0,3.0,5.5,Herschel Slaughter
0,2003-04,San Diego State,MWC,30,18,755,4.6,9.7,0.473,4.2,8.5,0.494,0.4,1.3,0.33299999999999996,2.9,4.0,0.7240000000000001,10.8,1.2,1.8,0.9,1.9,3.5,12.6,Marcus Slaughter
1,2004-05,San Diego State,MWC,27,27,922,7.2,15.3,0.469,6.8,13.6,0.498,0.4,1.7,0.231,6.1,8.8,0.698,10.5,1.5,1.6,1.3,3.6,3.8,20.8,Marcus Slaughter
2,2005-06,San Diego State,MWC,30,29,982,6.2,12.5,0.49,6.2,12.5,0.49200000000000005,0.0,0.0,0.0,7.8,10.3,0.762,13.4,2.3,1.5,1.3,3.5,3.8,20.1,Marcus Slaughter
3,Career,San Diego State,,87,74,2659,6.1,12.7,0.47700000000000004,5.8,11.7,0.495,0.3,1.0,0.266,5.8,8.0,0.732,11.7,1.7,1.6,1.2,3.1,3.7,18.2,Marcus Slaughter
0,1993-94,Eastern Illinois,Mid-Cont,27,2,367,4.6,9.5,0.483,4.6,9.5,0.483,0.0,0.0,,2.4,4.8,0.5,12.9,1.5,1.6,1.1,,5.7,11.6,Michael Slaughter
1,1994-95,Eastern Illinois,Mid-Cont,27,26,775,3.8,8.6,0.44299999999999995,3.8,8.6,0.446,0.0,0.1,0.0,3.5,6.1,0.5760000000000001,11.0,2.2,1.5,0.2,,4.4,11.1,Michael Slaughter
2,1995-96,Eastern Illinois,Mid-Cont,28,28,832,4.3,9.6,0.45,4.3,9.6,0.45,0.0,0.0,,2.4,5.9,0.402,9.2,2.3,1.9,0.5,,4.0,11.0,Michael Slaughter
3,Career,Eastern Illinois,,82,56,1974,4.2,9.2,0.45399999999999996,4.2,9.2,0.455,0.0,0.0,0.0,2.8,5.8,0.489,10.6,2.1,1.7,0.5,,4.5,11.2,Michael Slaughter
0,2000-01,Colorado,Big 12,7,0,20,8.0,12.0,0.667,8.0,12.0,0.667,0.0,0.0,,6.0,12.0,0.5,8.0,6.0,2.0,2.0,0.0,10.0,22.0,Preston Slaughter
1,2001-02,Colorado,Big 12,7,0,32,13.8,23.8,0.579,13.8,23.8,0.579,0.0,0.0,,8.8,12.5,0.7,15.0,1.3,1.3,1.3,3.8,6.3,36.3,Preston Slaughter
2,Career,Colorado,,14,0,52,11.5,19.2,0.6,11.5,19.2,0.6,0.0,0.0,,7.7,12.3,0.625,12.3,3.1,1.5,1.5,2.3,7.7,30.8,Preston Slaughter
0,1993-94,Southern,SWAC,10,0,52,3.8,12.3,0.313,3.8,12.3,0.313,0.0,0.0,,4.6,8.5,0.545,15.4,0.0,0.8,0.0,,13.8,12.3,Tony Slaughter
1,Career,Southern,,10,0,52,3.8,12.3,0.313,3.8,12.3,0.313,0.0,0.0,,4.6,8.5,0.545,15.4,0.0,0.8,0.0,,13.8,12.3,Tony Slaughter
0,1999-00,Western Michigan,MAC,15,0,96,4.6,8.8,0.524,4.6,8.8,0.524,0.0,0.0,,4.2,7.1,0.588,11.3,0.0,1.3,2.1,,8.8,13.3,Jesse Slauter
1,Career,Western Michigan,,15,0,96,4.6,8.8,0.524,4.6,8.8,0.524,0.0,0.0,,4.2,7.1,0.588,11.3,0.0,1.3,2.1,,8.8,13.3,Jesse Slauter
0,2013-14,Idaho State,Big Sky,1,0,0,,,,,,,,,,,,,,,,,,,,Andre Slavik
1,2014-15,Idaho State,Big Sky,23,0,196,2.0,2.9,0.7140000000000001,2.0,2.9,0.7140000000000001,0.0,0.0,,0.4,1.4,0.28600000000000003,3.9,0.2,0.4,0.6,2.0,6.1,4.5,Andre Slavik
2,Career,Idaho State,,24,0,196,2.0,2.9,0.7140000000000001,2.0,2.9,0.7140000000000001,0.0,0.0,,0.4,1.4,0.28600000000000003,3.9,0.2,0.4,0.8,2.0,6.1,4.5,Andre Slavik
0,2000-01,Florida International,Sun Belt,28,13,,,,0.45899999999999996,,,0.43200000000000005,,,0.47200000000000003,,,1.0,,,,,,,,Slavcho Slavtchev
1,2001-02,Florida International,Sun Belt,29,1,201.0,5.8,15.9,0.363,0.6,2.8,0.214,5.2,13.1,0.39399999999999996,0.2,0.4,0.5,2.2,0.2,0.6,0.0,1.2,3.4,16.9,Slavcho Slavtchev
2,2002-03,Florida International,Sun Belt,28,0,250.0,4.5,14.4,0.311,0.6,2.6,0.25,3.8,11.8,0.324,0.3,0.5,0.667,3.8,0.8,0.6,0.0,1.1,3.7,13.1,Slavcho Slavtchev
3,2003-04,Florida International,Sun Belt,20,0,81.0,3.5,15.3,0.226,1.0,3.0,0.33299999999999996,2.5,12.3,0.2,0.0,0.0,,3.0,0.0,0.5,0.0,1.0,4.9,9.4,Slavcho Slavtchev
4,Career,Florida International,,105,14,532.0,9.4,25.1,0.374,2.1,6.0,0.35,7.3,19.1,0.382,0.4,0.5,0.7140000000000001,4.7,0.9,1.1,0.0,2.9,5.6,26.5,Slavcho Slavtchev
0,2018-19,Furman,Southern,26,0,155,2.1,5.7,0.364,1.5,2.6,0.6,0.5,3.1,0.16699999999999998,0.3,1.0,0.25,9.8,1.5,3.4,3.4,2.1,8.0,4.9,Jalen Slawson
1,2019-20,Furman,Southern,32,32,724,4.6,9.3,0.49700000000000005,3.9,6.6,0.5920000000000001,0.7,2.7,0.265,2.2,3.0,0.727,9.0,2.6,1.9,1.4,2.7,4.7,12.2,Jalen Slawson
2,2020-21,Furman,Southern,25,17,637,4.6,8.2,0.569,3.8,5.8,0.652,0.9,2.4,0.368,3.5,5.1,0.691,8.4,4.5,1.9,1.9,3.4,4.5,13.7,Jalen Slawson
3,Career,Furman,,83,49,1516,4.4,8.5,0.517,3.6,5.9,0.617,0.8,2.6,0.293,2.6,3.7,0.693,8.8,3.3,2.1,1.8,2.9,5.0,12.1,Jalen Slawson
0,2010-11,South Carolina,SEC,28,0,252,3.8,9.2,0.414,2.9,6.2,0.462,1.0,3.0,0.316,1.4,1.7,0.818,9.4,0.6,1.1,0.8,2.2,6.3,10.0,RJ Slawson
1,2011-12,South Carolina,SEC,31,5,553,3.8,8.6,0.43700000000000006,3.0,5.6,0.526,0.8,3.0,0.268,1.7,2.7,0.622,8.9,1.3,1.7,1.4,2.2,5.9,10.0,RJ Slawson
2,2012-13,South Carolina,SEC,32,10,510,3.6,7.9,0.455,3.4,6.7,0.506,0.2,1.3,0.188,3.0,4.4,0.679,8.3,1.3,1.3,1.6,2.7,8.6,10.4,RJ Slawson
3,2013-14,Jacksonville,A-Sun,30,30,703,4.9,10.5,0.465,4.4,8.8,0.49700000000000005,0.5,1.7,0.3,3.8,5.5,0.698,10.5,0.7,1.7,2.4,2.8,5.9,14.1,RJ Slawson
4,Career,Overall,,121,45,2018,4.1,9.2,0.449,3.5,7.1,0.501,0.6,2.1,0.27399999999999997,2.7,4.0,0.685,9.4,1.0,1.5,1.7,2.5,6.6,11.5,RJ Slawson
5,,South Carolina,,91,15,1315,3.7,8.5,0.439,3.1,6.1,0.505,0.6,2.3,0.263,2.1,3.2,0.6729999999999999,8.8,1.2,1.4,1.4,2.4,7.0,10.2,RJ Slawson
6,,Jacksonville,,30,30,703,4.9,10.5,0.465,4.4,8.8,0.49700000000000005,0.5,1.7,0.3,3.8,5.5,0.698,10.5,0.7,1.7,2.4,2.8,5.9,14.1,RJ Slawson
0,2017-18,High Point,Big South,30,21,662,3.5,8.9,0.395,2.6,5.8,0.44799999999999995,0.9,3.1,0.294,1.3,1.8,0.733,3.3,3.2,1.1,0.0,2.1,2.2,9.2,Denny Slay
1,2018-19,High Point,Big South,27,8,389,2.3,7.7,0.293,1.6,3.9,0.42100000000000004,0.6,3.8,0.162,1.4,2.0,0.737,5.8,4.6,0.6,0.1,2.6,2.3,6.6,Denny Slay
2,2019-20,High Point,Big South,31,2,581,3.6,10.3,0.349,1.7,5.1,0.33799999999999997,1.9,5.2,0.36,3.1,3.9,0.789,4.2,4.1,1.1,0.0,2.3,2.5,12.1,Denny Slay
3,2020-21,High Point,Big South,22,3,394,4.5,12.3,0.364,2.9,6.5,0.45299999999999996,1.5,5.8,0.263,1.0,1.3,0.769,3.8,2.8,1.1,0.1,1.5,1.6,11.5,Denny Slay
4,Career,High Point,,110,34,2026,3.5,9.7,0.358,2.2,5.4,0.415,1.2,4.3,0.28600000000000003,1.8,2.3,0.765,4.1,3.7,1.0,0.0,2.1,2.2,10.0,Denny Slay
0,1999-00,Tennessee,SEC,33,1,572,8.2,16.0,0.511,7.4,14.1,0.525,0.8,1.9,0.40700000000000003,5.2,6.6,0.7979999999999999,10.2,1.2,1.2,0.5,3.3,4.8,22.4,Ron Slay
1,2000-01,Tennessee,SEC,33,7,749,7.7,15.4,0.502,6.9,13.0,0.529,0.9,2.4,0.35600000000000004,6.4,9.1,0.7020000000000001,9.4,1.8,0.6,0.5,3.5,5.2,22.8,Ron Slay
2,2001-02,Tennessee,SEC,14,11,342,8.2,16.7,0.49,6.9,13.0,0.532,1.3,3.7,0.344,6.5,8.7,0.757,10.6,3.4,0.5,0.0,4.9,4.4,24.2,Ron Slay
3,2002-03,Tennessee,SEC,29,29,991,8.5,17.5,0.486,6.8,12.9,0.527,1.7,4.6,0.374,6.1,7.8,0.782,9.1,2.5,0.8,0.2,4.4,3.5,24.9,Ron Slay
4,Career,Tennessee,,109,48,2654,8.2,16.5,0.496,7.0,13.2,0.527,1.2,3.3,0.37,6.1,8.0,0.7559999999999999,9.6,2.1,0.8,0.3,3.9,4.4,23.6,Ron Slay
0,1998-99,Marshall,MAC,27,,401,6.0,16.1,0.373,3.8,8.8,0.43200000000000005,2.2,7.3,0.301,2.0,2.9,0.69,6.8,3.6,1.7,0.7,3.7,2.7,16.2,Tamar Slay
1,1999-00,Marshall,MAC,30,30.0,921,9.4,18.8,0.498,5.3,9.5,0.562,4.0,9.3,0.433,3.1,4.4,0.706,5.7,3.0,1.6,0.8,2.9,3.8,25.9,Tamar Slay
2,2000-01,Marshall,MAC,27,27.0,926,6.7,16.4,0.405,4.2,9.0,0.469,2.4,7.4,0.327,4.4,5.4,0.816,6.3,3.1,1.7,0.5,3.7,3.0,20.1,Tamar Slay
3,2001-02,Marshall,MAC,30,30.0,1031,7.6,17.0,0.446,4.5,9.6,0.46799999999999997,3.1,7.4,0.419,3.7,5.0,0.731,6.2,2.8,1.9,0.6,3.5,3.1,22.0,Tamar Slay
4,Career,Marshall,,114,87.0,3279,7.6,17.2,0.44299999999999995,4.6,9.3,0.491,3.1,7.9,0.386,3.5,4.7,0.7490000000000001,6.2,3.0,1.7,0.6,3.4,3.2,21.9,Tamar Slay
0,2019-20,Louisville,ACC,15,0,45,2.7,7.1,0.375,0.0,1.8,0.0,2.7,5.3,0.5,5.3,7.1,0.75,8.9,2.7,0.0,0.0,3.6,3.6,13.3,Quinn Slazinski
1,2020-21,Louisville,ACC,20,8,422,3.7,8.5,0.433,2.7,4.1,0.6509999999999999,1.0,4.5,0.23399999999999999,3.3,4.5,0.745,6.7,1.0,0.9,0.1,1.1,2.9,11.8,Quinn Slazinski
2,Career,Louisville,,35,8,467,3.6,8.4,0.429,2.4,3.9,0.622,1.2,4.5,0.264,3.5,4.7,0.745,6.9,1.2,0.9,0.1,1.4,3.0,11.9,Quinn Slazinski
0,2016-17,Western Carolina,Southern,30,23,582,5.5,11.1,0.494,5.5,11.1,0.494,0.0,0.0,,2.1,3.0,0.682,8.8,0.6,0.8,0.8,2.3,5.1,13.1,Adam Sledd
1,2017-18,Western Carolina,Southern,31,2,211,5.3,11.2,0.475,5.3,11.2,0.475,0.0,0.0,,0.8,1.9,0.4,7.2,1.1,0.4,0.9,1.3,6.6,11.4,Adam Sledd
2,2018-19,Western Carolina,Southern,31,5,284,3.1,7.2,0.431,3.1,7.2,0.431,0.0,0.0,,2.0,4.1,0.483,7.7,0.7,0.6,0.4,3.1,5.2,8.2,Adam Sledd
3,2019-20,Western Carolina,Southern,16,2,72,8.3,13.9,0.6,7.8,12.8,0.609,0.6,1.1,0.5,1.1,1.1,1.0,8.3,0.0,1.1,0.0,0.0,3.9,18.3,Adam Sledd
4,Career,Western Carolina,,108,32,1149,5.0,10.3,0.488,5.0,10.3,0.488,0.0,0.1,0.5,1.7,3.0,0.588,8.2,0.7,0.7,0.7,2.2,5.3,11.9,Adam Sledd
0,2011-12,Wright State,Horizon,31,2,372,4.1,10.1,0.40399999999999997,4.1,10.1,0.40399999999999997,0.0,0.0,,2.2,4.1,0.526,9.5,0.8,0.6,0.5,3.5,7.0,10.3,Tavares Sledge
1,2012-13,Wright State,Horizon,34,23,590,4.0,9.5,0.42100000000000004,4.0,9.0,0.444,0.0,0.5,0.0,1.6,3.0,0.523,9.5,0.8,1.6,0.6,2.4,6.0,9.6,Tavares Sledge
2,2013-14,Wright State,Horizon,21,4,260,3.4,7.5,0.449,3.2,7.1,0.457,0.2,0.5,0.33299999999999996,1.5,2.2,0.7140000000000001,10.9,0.8,0.6,1.4,1.7,6.5,8.5,Tavares Sledge
3,Career,Wright State,,86,29,1222,3.9,9.3,0.42,3.9,8.9,0.43200000000000005,0.0,0.3,0.1,1.7,3.1,0.552,9.8,0.8,1.1,0.8,2.6,6.4,9.6,Tavares Sledge
0,2011-12,Iowa State,Big 12,8,0,18,6.7,11.1,0.6,6.7,11.1,0.6,0.0,0.0,,4.4,8.9,0.5,0.0,6.7,2.2,0.0,8.9,4.4,17.8,Tavon Sledge
1,2012-13,Iona,MAAC,34,26,861,3.9,7.7,0.503,3.6,6.8,0.534,0.2,0.9,0.263,1.6,2.6,0.614,4.6,5.0,1.9,0.3,2.7,2.4,9.6,Tavon Sledge
2,2013-14,Iona,MAAC,28,2,271,3.7,7.5,0.49,3.1,6.2,0.5,0.6,1.3,0.444,2.4,3.4,0.696,3.5,4.7,0.7,0.0,1.2,3.8,10.3,Tavon Sledge
3,Career,Overall,,70,28,1150,3.9,7.7,0.502,3.5,6.7,0.528,0.3,1.0,0.321,1.8,2.9,0.631,4.3,5.0,1.6,0.2,2.4,2.7,9.9,Tavon Sledge
4,,Iowa State,,8,0,18,6.7,11.1,0.6,6.7,11.1,0.6,0.0,0.0,,4.4,8.9,0.5,0.0,6.7,2.2,0.0,8.9,4.4,17.8,Tavon Sledge
5,,Iona,,62,28,1132,3.8,7.6,0.5,3.5,6.6,0.527,0.3,1.0,0.321,1.8,2.8,0.638,4.3,4.9,1.6,0.2,2.3,2.7,9.8,Tavon Sledge
0,2013-14,Citadel,Southern,27,1,384,2.4,6.5,0.371,1.5,4.3,0.341,0.9,2.2,0.429,1.8,2.6,0.68,2.8,5.1,0.5,0.1,2.5,3.2,7.5,Warren Sledge
1,2014-15,Citadel,Southern,28,11,594,1.8,4.9,0.37,1.1,3.0,0.35600000000000004,0.7,1.9,0.39299999999999996,1.4,2.0,0.7240000000000001,2.9,5.7,1.1,0.2,2.7,2.5,5.8,Warren Sledge
2,2015-16,Citadel,Southern,31,28,879,4.7,11.5,0.41100000000000003,1.8,3.7,0.47600000000000003,3.0,7.8,0.38,2.1,2.8,0.754,3.2,3.3,1.3,0.2,2.1,3.0,14.5,Warren Sledge
3,2016-17,Citadel,Southern,33,33,955,3.1,8.8,0.359,1.6,3.7,0.43200000000000005,1.5,5.1,0.306,2.8,3.3,0.846,3.7,4.7,1.3,0.3,1.8,3.1,10.6,Warren Sledge
4,Career,Citadel,,119,73,2812,3.3,8.5,0.384,1.5,3.6,0.418,1.7,4.9,0.358,2.1,2.7,0.777,3.2,4.6,1.2,0.2,2.2,2.9,10.4,Warren Sledge
0,1996-97,Fairleigh Dickinson,NEC,28,,787.0,6.0,15.1,0.397,2.1,4.6,0.451,3.9,10.5,0.374,1.9,2.5,0.7759999999999999,4.9,2.7,2.0,0.0,,,17.8,Jermaine Slider
1,1997-98,Fairleigh Dickinson,NEC,24,,,,,0.392,,,0.424,,,0.379,,,0.7070000000000001,,,,,,,,Jermaine Slider
2,Career,Fairleigh Dickinson,,52,,787.0,11.8,29.9,0.395,3.9,8.9,0.43799999999999994,7.9,20.9,0.376,3.4,4.6,0.7440000000000001,9.1,5.3,4.1,0.1,,,34.9,Jermaine Slider
