2P,2P%,2PA,3P,3P%,3PA,AST,BLK,Conf,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,PF,PTS,STL,School,Season,TOV,TRB,player
6.8,0.557,12.2,1.3,0.35100000000000003,3.8,1.5,1.0,MAAC,8.2,0.508,16.1,5.6,0.764,7.4,29,22.0,804.0,4.1,23.3,2.6,Rider,2017-18,3.4,9.6,Dimencio Vaughn
3.8,0.489,7.8,1.7,0.319,5.3,2.3,1.0,MAAC,5.5,0.42,13.1,3.8,0.688,5.6,27,17.0,689.0,3.7,16.5,2.8,Rider,2018-19,2.9,8.1,Dimencio Vaughn
5.1,0.519,9.8,1.5,0.39299999999999996,3.8,2.4,1.0,MAAC,6.6,0.484,13.6,4.0,0.6759999999999999,6.0,30,29.0,949.0,3.2,18.7,2.3,Rider,2019-20,2.8,8.3,Dimencio Vaughn
2.9,0.5,5.9,0.7,0.16699999999999998,4.4,1.5,0.4,SEC,3.7,0.35700000000000004,10.3,1.8,0.385,4.8,16,0.0,109.0,7.0,9.9,2.2,Ole Miss,2020-21,5.5,8.8,Dimencio Vaughn
5.2,0.523,9.9,1.4,0.344,4.1,2.0,1.0,,6.6,0.47,14.0,4.3,0.7,6.2,111,68.0,2679.0,3.8,18.9,2.6,Overall,Career,3.2,8.8,Dimencio Vaughn
5.3,0.523,10.1,1.4,0.35200000000000004,4.1,2.0,1.0,,6.7,0.474,14.2,4.4,0.71,6.2,95,68.0,2570.0,3.7,19.3,2.6,Rider,,3.1,8.8,Dimencio Vaughn
2.9,0.5,5.9,0.7,0.16699999999999998,4.4,1.5,0.4,,3.7,0.35700000000000004,10.3,1.8,0.385,4.8,16,0.0,109.0,7.0,9.9,2.2,Ole Miss,,5.5,8.8,Dimencio Vaughn
,,,,,,,,SEC,,,,,,,1,0.0,0.0,,,,Texas A&M,2019-20,,,Everett Vaughn
,,,,,,,,,,,,,,,1,0.0,0.0,,,,Texas A&M,Career,,,Everett Vaughn
5.1,0.647,7.9,0.0,0.0,0.1,1.0,1.1,MAC,5.1,0.64,8.0,2.2,0.48,4.6,27,,432.0,,12.4,1.6,Kent State,1996-97,,9.2,Geoffrey Vaughn
,0.6,,,,,,,MAC,,0.6,,,0.574,,30,,,,,,Kent State,1997-98,,,Geoffrey Vaughn
,0.621,,,,,,,MAC,,0.621,,,0.75,,24,,,,,,Kent State,1998-99,,,Geoffrey Vaughn
,0.5670000000000001,,,,,,,MAC,,0.5670000000000001,,,0.727,,30,30.0,,,,,Kent State,1999-00,,,Geoffrey Vaughn
16.6,0.611,27.1,0.0,0.0,0.1,3.8,3.4,,16.6,0.609,27.2,9.4,0.608,15.4,111,30.0,432.0,,42.5,5.6,Kent State,Career,,28.1,Geoffrey Vaughn
2.8,0.504,5.6,1.3,0.4,3.1,8.1,0.0,Big 8,4.1,0.467,8.7,2.8,0.67,4.2,35,35.0,896.0,3.3,12.2,1.7,Kansas,1993-94,4.4,4.0,Jacque Vaughn
2.8,0.493,5.7,0.8,0.345,2.2,9.1,0.2,Big 8,3.6,0.452,8.0,3.5,0.687,5.1,31,31.0,1046.0,2.8,11.5,1.2,Kansas,1994-95,3.6,4.4,Jacque Vaughn
3.1,0.516,6.0,1.5,0.424,3.5,8.5,0.2,Big 8,4.6,0.48200000000000004,9.5,3.5,0.695,5.0,34,34.0,1045.0,2.8,14.2,1.7,Kansas,1995-96,3.6,4.1,Jacque Vaughn
3.0,0.466,6.4,0.9,0.33299999999999996,2.6,7.9,0.2,Big 12,3.9,0.42700000000000005,9.0,4.3,0.779,5.5,26,25.0,820.0,2.9,12.9,2.2,Kansas,1996-97,3.1,3.0,Jacque Vaughn
2.9,0.496,5.9,1.1,0.38299999999999995,2.9,8.4,0.2,,4.0,0.45899999999999996,8.8,3.5,0.708,5.0,126,125.0,3807.0,2.9,12.7,1.7,Kansas,Career,3.7,3.9,Jacque Vaughn
8.6,0.6,14.3,0.0,,0.0,0.0,0.0,SWAC,8.6,0.6,14.3,8.6,0.5,17.1,3,0.0,14.0,0.0,25.7,0.0,Southern,2001-02,2.9,14.3,Jarvis Vaughn
6.2,0.511,12.1,0.0,0.0,0.2,1.1,0.3,SWAC,6.2,0.504,12.3,2.6,0.569,4.6,28,8.0,446.0,5.2,15.0,1.5,Southern,2002-03,3.2,8.9,Jarvis Vaughn
5.4,0.519,10.5,0.0,0.0,0.3,2.3,1.0,SWAC,5.4,0.506,10.7,2.3,0.563,4.1,27,1.0,310.0,5.8,13.2,2.1,Southern,2003-04,4.3,4.9,Jarvis Vaughn
4.3,0.462,9.3,0.0,0.0,0.3,2.2,0.7,SWAC,4.3,0.449,9.5,2.7,0.655,4.1,29,19.0,570.0,4.6,11.2,2.0,Southern,2004-05,2.7,6.2,Jarvis Vaughn
5.2,0.496,10.5,0.0,0.0,0.2,1.8,0.6,,5.2,0.485,10.8,2.6,0.599,4.4,87,28.0,1340.0,5.0,13.1,1.8,Southern,Career,3.3,6.9,Jarvis Vaughn
,,,,,,,,MEAC,,,,,0.0,,5,5.0,,,,,Maryland-Eastern Shore,1999-00,,,Jay Vaughn
,,,,,,,,,,,,,0.0,,5,5.0,,,,,Maryland-Eastern Shore,Career,,,Jay Vaughn
3.4,0.53,6.4,0.0,0.0,0.2,1.1,2.0,ACC,3.4,0.515,6.6,2.1,0.688,3.1,31,7.0,412.0,6.5,8.9,0.5,Florida State,2007-08,3.1,7.0,Julian Vaughn
3.2,0.525,6.1,0.0,0.0,0.9,2.9,2.7,Big East,3.2,0.457,7.0,1.8,0.545,3.3,30,0.0,263.0,5.9,8.2,0.9,Georgetown,2008-09,3.5,7.6,Julian Vaughn
5.4,0.595,9.0,0.2,0.273,0.6,2.5,2.5,Big East,5.5,0.5760000000000001,9.6,1.9,0.5710000000000001,3.3,34,34.0,770.0,4.2,13.0,0.5,Georgetown,2009-10,3.1,7.7,Julian Vaughn
4.8,0.506,9.4,0.0,0.0,0.2,2.5,3.2,Big East,4.8,0.494,9.6,3.7,0.6729999999999999,5.5,31,31.0,732.0,5.0,13.2,0.5,Georgetown,2010-11,3.2,10.3,Julian Vaughn
4.5,0.545,8.3,0.1,0.13,0.4,2.3,2.7,,4.6,0.525,8.7,2.5,0.633,4.0,126,72.0,2177.0,5.1,11.7,0.6,Overall,Career,3.2,8.4,Julian Vaughn
3.4,0.53,6.4,0.0,0.0,0.2,1.1,2.0,,3.4,0.515,6.6,2.1,0.688,3.1,31,7.0,412.0,6.5,8.9,0.5,Florida State,,3.1,7.0,Julian Vaughn
4.8,0.5479999999999999,8.7,0.1,0.14300000000000002,0.5,2.6,2.9,,4.8,0.527,9.2,2.6,0.624,4.2,95,65.0,1765.0,4.8,12.4,0.6,Georgetown,,3.2,8.7,Julian Vaughn
3.9,0.5,7.8,1.3,0.309,4.1,2.5,0.1,WCC,5.1,0.434,11.8,4.8,0.742,6.4,30,18.0,794.0,4.2,16.3,1.0,San Francisco,2008-09,3.1,5.3,Kwame Vaughn
4.4,0.49200000000000005,8.9,1.0,0.292,3.3,2.6,0.1,WCC,5.4,0.439,12.2,5.5,0.735,7.5,30,21.0,882.0,3.1,17.2,1.1,San Francisco,2009-10,3.3,5.4,Kwame Vaughn
4.0,0.51,7.9,2.4,0.391,6.2,4.8,0.2,Big West,6.4,0.45799999999999996,14.1,4.6,0.847,5.4,31,31.0,975.0,3.2,19.9,1.1,Cal State Fullerton,2011-12,3.4,5.8,Kwame Vaughn
4.6,0.48700000000000004,9.5,1.8,0.373,4.8,4.3,0.3,Big West,6.4,0.449,14.3,6.5,0.8370000000000001,7.7,32,32.0,1116.0,3.0,21.1,1.8,Cal State Fullerton,2012-13,3.5,5.3,Kwame Vaughn
4.3,0.496,8.6,1.6,0.354,4.7,3.6,0.2,,5.9,0.446,13.2,5.4,0.794,6.8,123,102.0,3767.0,3.3,18.8,1.3,Overall,Career,3.3,5.4,Kwame Vaughn
4.2,0.496,8.4,1.1,0.301,3.7,2.6,0.1,,5.3,0.43700000000000006,12.0,5.2,0.738,7.0,60,39.0,1676.0,3.7,16.8,1.0,San Francisco,,3.2,5.3,Kwame Vaughn
4.3,0.49700000000000005,8.7,2.1,0.382,5.5,4.5,0.2,,6.4,0.45299999999999996,14.2,5.6,0.841,6.6,63,63.0,2091.0,3.1,20.5,1.5,Cal State Fullerton,,3.5,5.5,Kwame Vaughn
3.2,0.4,8.0,0.0,,0.0,1.6,0.0,Big Sky,3.2,0.4,8.0,9.6,0.75,12.8,7,0.0,25.0,4.8,16.0,0.0,Boise State,1989-90,9.6,6.4,Lance Vaughn
0.8,0.37799999999999995,2.0,2.5,0.495,5.0,4.9,0.0,Big Sky,3.3,0.461,7.1,1.9,0.745,2.6,29,25.0,726.0,3.3,10.9,1.7,Boise State,1990-91,3.6,2.0,Lance Vaughn
1.0,0.462,2.2,1.5,0.28300000000000003,5.2,3.8,0.0,Big Sky,2.5,0.336,7.4,2.4,0.8240000000000001,2.9,28,18.0,710.0,4.0,8.8,1.9,Boise State,1991-92,3.4,2.2,Lance Vaughn
,0.527,,,0.292,,,,Big Sky,,0.374,,,0.925,,28,,,,,,Boise State,1992-93,,,Lance Vaughn
2.0,0.47100000000000003,4.2,3.0,0.34700000000000003,8.8,6.6,0.0,,5.0,0.387,13.0,4.0,0.838,4.7,92,43.0,1461.0,3.7,17.1,2.9,Boise State,Career,3.6,3.4,Lance Vaughn
2.8,0.41700000000000004,6.7,1.4,0.426,3.3,1.3,0.6,Horizon,4.2,0.42,10.0,3.2,0.754,4.3,28,17.0,572.0,4.0,13.0,1.4,Youngstown State,2014-15,1.7,6.0,Osandai Vaughn
2.8,0.41700000000000004,6.7,1.4,0.426,3.3,1.3,0.6,,4.2,0.42,10.0,3.2,0.754,4.3,28,17.0,572.0,4.0,13.0,1.4,Youngstown State,Career,1.7,6.0,Osandai Vaughn
4.9,0.48100000000000004,10.1,2.9,0.38299999999999995,7.6,1.9,0.4,MWC,7.8,0.439,17.7,3.7,0.6940000000000001,5.3,23,23.0,742.0,2.9,22.1,1.0,UNLV,2014-15,2.7,6.0,Rashad Vaughn
4.9,0.48100000000000004,10.1,2.9,0.38299999999999995,7.6,1.9,0.4,,7.8,0.439,17.7,3.7,0.6940000000000001,5.3,23,23.0,742.0,2.9,22.1,1.0,UNLV,Career,2.7,6.0,Rashad Vaughn
0.0,,0.0,0.0,0.0,26.7,13.3,0.0,Sun Belt,0.0,0.0,26.7,0.0,,0.0,2,0.0,3.0,13.3,0.0,0.0,Louisiana,2009-10,0.0,13.3,Robert Vaughn
0.0,,0.0,0.0,0.0,26.7,13.3,0.0,,0.0,0.0,26.7,0.0,,0.0,2,0.0,3.0,13.3,0.0,0.0,Louisiana,Career,0.0,13.3,Robert Vaughn
1.9,0.607,3.1,2.6,0.324,7.9,0.9,0.9,Horizon,4.5,0.40399999999999997,11.1,1.3,0.5710000000000001,2.3,23,8.0,358.0,4.0,12.8,1.1,Wright State,2002-03,1.6,7.8,Trent Vaughn
1.9,0.607,3.1,2.6,0.324,7.9,0.9,0.9,,4.5,0.40399999999999997,11.1,1.3,0.5710000000000001,2.3,23,8.0,358.0,4.0,12.8,1.1,Wright State,Career,1.6,7.8,Trent Vaughn
2.5,0.413,6.0,0.1,0.33299999999999996,0.4,1.9,0.4,SWAC,2.6,0.408,6.3,2.7,0.677,4.0,26,2.0,309.0,5.7,8.0,1.0,Mississippi Valley State,2013-14,2.5,10.6,Vacha Vaughn
3.6,0.48100000000000004,7.4,0.1,0.16699999999999998,0.4,1.4,0.1,SWAC,3.6,0.46399999999999997,7.8,1.6,0.564,2.8,32,19.0,561.0,5.6,8.9,1.8,Mississippi Valley State,2014-15,2.1,8.8,Vacha Vaughn
3.0,0.441,6.9,0.0,0.0,0.5,2.3,0.1,SWAC,3.0,0.409,7.4,1.7,0.674,2.5,35,25.0,686.0,5.1,7.8,1.2,Mississippi Valley State,2015-16,2.0,8.7,Vacha Vaughn
2.9,0.47200000000000003,6.2,0.7,0.5,1.4,2.9,0.3,SWAC,3.6,0.47700000000000004,7.6,1.7,0.652,2.7,29,4.0,343.0,6.3,9.7,0.9,Mississippi Valley State,2016-17,2.2,6.6,Vacha Vaughn
3.1,0.455,6.8,0.2,0.267,0.6,2.1,0.2,,3.2,0.439,7.4,1.8,0.64,2.9,122,50.0,1899.0,5.6,8.5,1.3,Mississippi Valley State,Career,2.1,8.7,Vacha Vaughn
1.0,0.16699999999999998,6.0,1.0,0.25,4.0,2.0,0.0,CAA,2.0,0.2,10.0,4.0,0.667,6.0,6,0.0,40.0,7.0,9.0,0.0,George Mason,2009-10,10.0,2.0,Vertrail Vaughns
2.2,0.436,5.1,4.3,0.493,8.8,1.4,0.1,CAA,6.6,0.47200000000000003,13.9,1.6,0.667,2.4,32,0.0,304.0,4.2,19.1,1.4,George Mason,2010-11,2.0,4.9,Vertrail Vaughns
2.8,0.47200000000000003,6.0,2.0,0.35600000000000004,5.7,1.7,0.0,CAA,4.8,0.41600000000000004,11.7,2.2,0.763,2.8,33,32.0,834.0,3.9,13.9,1.1,George Mason,2011-12,1.3,2.8,Vertrail Vaughns
3.0,0.461,6.5,1.7,0.33799999999999997,4.9,0.9,0.0,CAA,4.7,0.408,11.4,2.1,0.763,2.8,36,0.0,550.0,4.5,13.1,1.4,George Mason,2012-13,1.5,2.8,Vertrail Vaughns
3.1,0.37,8.3,1.3,0.32799999999999996,4.1,2.5,0.1,CUSA,4.4,0.35600000000000004,12.4,5.6,0.8079999999999999,6.9,31,8.0,572.0,3.9,15.7,1.5,North Texas,2013-14,2.3,3.1,Vertrail Vaughns
2.8,0.429,6.6,2.1,0.375,5.5,1.7,0.0,,4.9,0.40399999999999997,12.1,3.0,0.773,3.8,138,40.0,2300.0,4.2,14.7,1.3,Overall,Career,1.8,3.1,Vertrail Vaughns
2.7,0.456,6.0,2.3,0.385,5.9,1.4,0.0,,5.0,0.42100000000000004,11.9,2.1,0.7440000000000001,2.8,107,32.0,1728.0,4.2,14.4,1.2,George Mason,,1.7,3.1,Vertrail Vaughns
3.1,0.37,8.3,1.3,0.32799999999999996,4.1,2.5,0.1,,4.4,0.35600000000000004,12.4,5.6,0.8079999999999999,6.9,31,8.0,572.0,3.9,15.7,1.5,North Texas,,2.3,3.1,Vertrail Vaughns
2.6,0.4,6.5,1.3,0.16699999999999998,7.7,2.6,0.0,MVC,3.9,0.273,14.2,0.0,,0.0,10,0.0,31.0,3.9,9.0,0.0,Wichita State,2011-12,7.7,11.6,Randall Vautravers
2.6,0.4,6.5,1.3,0.16699999999999998,7.7,2.6,0.0,,3.9,0.273,14.2,0.0,,0.0,10,0.0,31.0,3.9,9.0,0.0,Wichita State,Career,7.7,11.6,Randall Vautravers
0.0,0.0,3.3,3.3,0.33299999999999996,10.0,0.0,0.0,Patriot,3.3,0.25,13.3,0.0,,0.0,4,0.0,12.0,0.0,10.0,3.3,Holy Cross,2005-06,10.0,6.7,Victor Vaval
0.0,,0.0,0.0,,0.0,0.0,0.0,Patriot,0.0,,0.0,0.0,,0.0,2,0.0,2.0,20.0,0.0,0.0,Holy Cross,2006-07,0.0,0.0,Victor Vaval
0.0,,0.0,0.0,,0.0,0.0,0.0,Patriot,0.0,,0.0,13.3,0.5,26.7,2,0.0,3.0,0.0,13.3,0.0,Holy Cross,2007-08,13.3,0.0,Victor Vaval
0.0,0.0,2.4,2.4,0.33299999999999996,7.1,0.0,0.0,,2.4,0.25,9.4,2.4,0.5,4.7,8,0.0,17.0,2.4,9.4,2.4,Holy Cross,Career,9.4,4.7,Victor Vaval
3.6,0.488,7.4,1.1,0.316,3.4,1.3,0.4,Mid-Cont,4.7,0.433,10.8,1.8,0.455,3.9,22,3.0,223.0,6.3,12.2,2.0,IUPUI,2004-05,2.0,7.4,Michal Vavrek
1.1,0.294,3.8,0.5,0.28600000000000003,1.6,0.7,0.7,Mid-Cont,1.6,0.292,5.4,1.8,0.667,2.7,20,7.0,177.0,7.2,5.4,0.5,IUPUI,2005-06,1.4,6.1,Michal Vavrek
2.5,0.431,5.8,0.8,0.308,2.6,1.0,0.5,,3.3,0.39299999999999996,8.4,1.8,0.529,3.4,42,10.0,400.0,6.7,9.2,1.3,IUPUI,Career,1.7,6.8,Michal Vavrek
3.0,0.42700000000000005,7.1,1.4,0.313,4.3,3.2,0.6,SWC,4.4,0.384,11.5,1.6,0.41700000000000004,3.9,31,,617.0,,11.8,2.3,Texas,1995-96,,5.0,Dejuan Vazquez
1.7,0.41700000000000004,4.0,1.4,0.309,4.5,2.9,1.6,Big 12,3.1,0.359,8.5,1.4,0.5,2.8,30,26.0,599.0,5.3,8.9,1.5,Texas,1996-97,3.1,3.9,Dejuan Vazquez
2.8,0.485,5.7,1.5,0.35200000000000004,4.2,3.5,1.1,Big 12,4.2,0.429,9.9,3.2,0.679,4.8,30,26.0,678.0,6.6,13.2,1.4,Texas,1997-98,3.5,5.8,Dejuan Vazquez
2.4,0.485,4.9,0.6,0.317,2.0,2.3,0.6,Big 12,3.0,0.436,7.0,2.2,0.595,3.7,31,29.0,805.0,4.5,8.9,1.6,Texas,1998-99,2.4,4.4,Dejuan Vazquez
2.5,0.456,5.4,1.2,0.324,3.7,3.0,1.0,,3.7,0.40299999999999997,9.1,2.1,0.564,3.8,122,81.0,2699.0,,10.7,1.7,Texas,Career,,4.8,Dejuan Vazquez
0.9,0.33899999999999997,2.8,1.6,0.348,4.5,2.7,0.3,Big Sky,2.5,0.345,7.3,1.0,0.875,1.2,31,14.0,811.0,2.3,7.6,1.9,Montana,2019-20,2.1,3.5,Josh Vazquez
1.4,0.36200000000000004,3.9,2.5,0.436,5.7,2.3,0.2,Big Sky,3.9,0.406,9.6,2.2,0.929,2.4,28,16.0,707.0,2.8,12.5,1.4,Montana,2020-21,1.3,4.6,Josh Vazquez
1.2,0.35200000000000004,3.3,2.0,0.39399999999999996,5.1,2.5,0.3,,3.2,0.377,8.4,1.6,0.909,1.7,59,30.0,1518.0,2.5,9.9,1.7,Montana,Career,1.7,4.0,Josh Vazquez
2.8,0.573,4.8,0.5,0.455,1.1,1.0,4.2,MAAC,3.3,0.551,5.9,1.6,0.705,2.2,31,16.0,796.0,3.7,8.6,0.7,Canisius,2007-08,1.3,8.2,Tomas Vazquez-Simmons
1.3,0.491,2.6,1.1,0.299,3.7,1.1,2.6,MAAC,2.4,0.377,6.3,1.3,0.634,2.0,31,19.0,824.0,4.3,7.1,0.5,Canisius,2008-09,1.7,8.2,Tomas Vazquez-Simmons
2.5,0.518,4.9,1.0,0.4,2.4,0.7,3.2,MAAC,3.5,0.479,7.2,1.6,0.617,2.6,32,25.0,922.0,3.3,9.5,0.6,Canisius,2009-10,1.6,9.2,Tomas Vazquez-Simmons
2.4,0.447,5.4,0.4,0.24,1.6,2.0,3.9,MAAC,2.8,0.4,7.0,1.7,0.765,2.2,30,9.0,630.0,4.3,7.6,0.9,Canisius,2010-11,2.2,9.7,Tomas Vazquez-Simmons
2.2,0.512,4.4,0.8,0.341,2.3,1.1,3.4,,3.0,0.45299999999999996,6.6,1.5,0.67,2.3,124,69.0,3172.0,3.9,8.3,0.6,Canisius,Career,1.7,8.8,Tomas Vazquez-Simmons
1.4,1.0,1.4,0.4,1.0,0.4,1.8,1.4,MVC,1.8,1.0,1.8,1.4,0.667,2.1,18,0.0,112.0,5.7,5.4,0.4,Southern Illinois,1994-95,3.6,8.2,Jamie Veach
2.3,0.444,5.1,0.0,0.0,0.1,2.1,0.9,MVC,2.3,0.439,5.2,0.8,0.545,1.4,30,27.0,634.0,7.9,5.3,2.1,Southern Illinois,1996-97,2.3,8.3,Jamie Veach
2.1,0.47100000000000003,4.6,0.1,0.5,0.1,2.0,1.0,,2.2,0.47100000000000003,4.7,0.9,0.5710000000000001,1.5,48,27.0,746.0,7.6,5.3,1.8,Southern Illinois,Career,2.5,8.3,Jamie Veach
2.1,0.46,4.5,2.3,0.373,6.1,2.8,0.1,Pac-10,4.3,0.41,10.5,1.7,0.825,2.1,33,4.0,780.0,3.6,12.6,1.3,Arizona State,1994-95,2.1,2.3,Jeremy Veal
5.1,0.498,10.3,2.9,0.363,7.9,4.5,0.3,Pac-10,8.0,0.439,18.2,3.3,0.8190000000000001,4.1,27,27.0,923.0,,22.1,1.9,Arizona State,1995-96,3.9,3.3,Jeremy Veal
5.2,0.45,11.6,2.2,0.44299999999999995,4.9,5.3,0.1,Pac-10,7.4,0.44799999999999995,16.5,3.9,0.774,5.1,30,28.0,1078.0,2.2,20.9,1.5,Arizona State,1996-97,3.3,4.7,Jeremy Veal
6.5,0.475,13.6,1.9,0.42100000000000004,4.6,3.9,0.1,Pac-10,8.4,0.461,18.2,4.2,0.787,5.3,32,31.0,1163.0,2.2,22.9,1.7,Arizona State,1997-98,3.0,4.6,Jeremy Veal
4.9,0.47100000000000003,10.5,2.3,0.397,5.7,4.2,0.2,,7.2,0.445,16.2,3.4,0.7929999999999999,4.3,122,90.0,3944.0,,20.1,1.6,Arizona State,Career,3.1,3.9,Jeremy Veal
2.4,0.355,6.9,0.0,,0.0,0.4,1.1,MAC,2.4,0.355,6.9,1.5,0.636,2.4,20,5.0,181.0,9.1,6.4,1.5,Buffalo,2001-02,2.9,6.2,Joe Veal
3.7,0.45799999999999996,8.1,0.0,0.0,0.1,0.5,0.5,MAC,3.7,0.452,8.2,2.5,0.65,3.9,28,15.0,408.0,7.0,10.0,0.6,Buffalo,2002-03,2.9,8.2,Joe Veal
3.3,0.43,7.7,0.0,0.0,0.1,0.5,0.7,,3.3,0.426,7.8,2.2,0.647,3.5,48,20.0,589.0,7.6,8.9,0.9,Buffalo,Career,2.9,7.6,Joe Veal
3.4,0.488,6.9,1.1,0.358,3.0,5.5,0.2,Southland,4.4,0.449,9.8,3.6,0.7070000000000001,5.1,33,23.0,716.0,4.5,13.5,2.2,Southeastern Louisiana,2015-16,4.6,4.3,Marlain Veal
4.7,0.519,9.0,2.0,0.4,4.9,6.1,0.1,Southland,6.6,0.47700000000000004,13.9,4.6,0.754,6.1,32,30.0,937.0,3.2,19.8,2.5,Southeastern Louisiana,2016-17,5.1,5.2,Marlain Veal
3.6,0.486,7.5,1.3,0.36,3.5,7.2,0.1,Southland,4.9,0.446,11.0,4.2,0.753,5.5,34,34.0,1146.0,2.7,15.2,2.3,Southeastern Louisiana,2017-18,4.0,6.2,Marlain Veal
3.0,0.406,7.4,2.7,0.35200000000000004,7.7,5.7,0.1,Southland,5.7,0.379,15.2,6.2,0.825,7.5,33,32.0,1032.0,3.3,20.4,2.2,Southeastern Louisiana,2018-19,5.7,4.4,Marlain Veal
3.7,0.475,7.7,1.8,0.366,4.9,6.2,0.1,,5.5,0.433,12.6,4.7,0.77,6.1,132,119.0,3831.0,3.3,17.4,2.3,Southeastern Louisiana,Career,4.8,5.1,Marlain Veal
3.4,0.514,6.6,0.7,0.242,3.0,1.5,0.6,Southland,4.1,0.429,9.7,1.8,0.588,3.1,26,10.0,435.0,5.7,10.9,0.5,Nicholls State,2003-04,2.9,5.5,Maurice Veal
3.4,0.514,6.6,0.7,0.242,3.0,1.5,0.6,,4.1,0.429,9.7,1.8,0.588,3.1,26,10.0,435.0,5.7,10.9,0.5,Nicholls State,Career,2.9,5.5,Maurice Veal
3.8,0.462,8.3,0.0,,0.0,0.3,2.2,Big 12,3.8,0.462,8.3,2.9,0.5,5.8,18,0.0,125.0,4.8,10.6,1.3,Colorado,2008-09,2.9,9.0,Toby Veal
4.5,0.5,9.1,0.0,,0.0,0.7,1.1,CAA,4.5,0.5,9.1,0.8,0.33299999999999996,2.4,30,6.0,299.0,6.4,9.9,1.6,VCU,2010-11,1.5,8.7,Toby Veal
4.3,0.489,8.9,0.0,,0.0,0.6,1.4,,4.3,0.489,8.9,1.4,0.41700000000000004,3.4,48,6.0,424.0,5.9,10.1,1.5,Overall,Career,1.9,8.8,Toby Veal
3.8,0.462,8.3,0.0,,0.0,0.3,2.2,,3.8,0.462,8.3,2.9,0.5,5.8,18,0.0,125.0,4.8,10.6,1.3,Colorado,,2.9,9.0,Toby Veal
4.5,0.5,9.1,0.0,,0.0,0.7,1.1,,4.5,0.5,9.1,0.8,0.33299999999999996,2.4,30,6.0,299.0,6.4,9.9,1.6,VCU,,1.5,8.7,Toby Veal
4.8,0.562,8.5,0.1,0.083,1.4,2.1,2.7,Mid-Cont,4.9,0.494,9.9,1.2,0.455,2.6,29,29.0,345.0,,11.0,1.3,Oral Roberts,2005-06,,9.3,Marchello Vealy
3.9,0.515,7.5,1.3,0.373,3.4,1.4,1.6,Mid-Cont,5.1,0.47100000000000003,10.9,2.5,0.6829999999999999,3.6,32,1.0,700.0,3.7,14.0,1.8,Oral Roberts,2006-07,2.2,10.9,Marchello Vealy
3.0,0.488,6.2,0.7,0.243,2.8,3.0,1.4,Summit,3.7,0.41200000000000003,9.0,1.4,0.439,3.1,27,0.0,529.0,3.9,9.5,1.9,Oral Roberts,2007-08,2.6,9.8,Marchello Vealy
3.8,0.519,7.3,0.8,0.29600000000000004,2.7,2.1,1.8,,4.6,0.45799999999999996,10.0,1.8,0.563,3.2,88,30.0,1574.0,,11.8,1.7,Oral Roberts,Career,,10.1,Marchello Vealy
2.8,0.632,4.4,0.0,,0.0,1.8,0.7,Horizon,2.8,0.632,4.4,1.8,0.7190000000000001,2.5,35,0.0,521.0,5.1,7.3,0.8,Butler,2006-07,1.5,6.7,Willie Veasley
4.3,0.5429999999999999,8.0,0.0,,0.0,1.1,1.1,Horizon,4.3,0.5429999999999999,8.0,1.7,0.423,4.0,30,0.0,525.0,4.2,10.4,1.1,Butler,2007-08,1.9,7.2,Willie Veasley
2.8,0.586,4.7,1.5,0.327,4.4,1.7,0.3,Horizon,4.2,0.46,9.2,2.2,0.693,3.2,32,32.0,937.0,3.8,12.1,1.0,Butler,2008-09,2.7,5.8,Willie Veasley
2.9,0.607,4.8,1.6,0.34600000000000003,4.5,1.2,0.3,Horizon,4.5,0.48100000000000004,9.3,2.0,0.655,3.0,37,37.0,1160.0,3.2,12.5,1.5,Butler,2009-10,2.2,5.4,Willie Veasley
3.1,0.588,5.3,1.0,0.33799999999999997,3.0,1.4,0.5,,4.1,0.498,8.2,2.0,0.626,3.1,134,69.0,3143.0,3.8,11.2,1.2,Butler,Career,2.2,6.1,Willie Veasley
3.7,0.439,8.4,0.0,,0.0,0.4,3.0,Patriot,3.7,0.439,8.4,1.4,0.621,2.3,30,19.0,512.0,4.8,8.8,0.8,Navy,2007-08,2.0,9.7,Mark Veazey
5.1,0.535,9.5,0.0,,0.0,0.7,1.8,Patriot,5.1,0.535,9.5,2.7,0.75,3.6,29,27.0,717.0,4.7,12.8,0.4,Navy,2008-09,2.3,8.9,Mark Veazey
5.3,0.47700000000000004,11.2,0.0,,0.0,1.0,1.7,Patriot,5.3,0.47700000000000004,11.2,3.1,0.838,3.7,24,11.0,398.0,5.8,13.8,0.4,Navy,2009-10,2.4,6.7,Mark Veazey
6.8,0.513,13.2,0.0,,0.0,0.9,1.9,Patriot,6.8,0.513,13.2,3.2,0.731,4.3,31,14.0,480.0,5.2,16.7,1.4,Navy,2010-11,2.8,7.7,Mark Veazey
5.2,0.498,10.4,0.0,,0.0,0.7,2.1,,5.2,0.498,10.4,2.6,0.742,3.5,114,71.0,2107.0,5.0,12.9,0.7,Navy,Career,2.3,8.4,Mark Veazey
4.3,0.505,8.5,0.0,,0.0,0.8,2.0,Ind,4.3,0.505,8.5,3.5,0.43200000000000005,8.0,24,14.0,438.0,4.2,12.1,1.0,Central Connecticut,1992-93,2.6,12.6,Sedric Veazey
5.9,0.517,11.4,0.0,0.0,0.1,0.6,1.6,ECC,5.9,0.514,11.5,5.6,0.542,10.3,25,4.0,510.0,4.6,17.3,1.6,Central Connecticut,1993-94,3.9,13.1,Sedric Veazey
