2P,2P%,2PA,3P,3P%,3PA,AST,BLK,Conf,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,PF,PTS,STL,School,Season,TOV,TRB,player
2.3,0.47600000000000003,4.7,0.4,0.23800000000000002,1.6,2.6,0.4,,2.6,0.41700000000000004,6.3,1.5,0.556,2.7,32,29.0,531.0,,7.2,1.0,Liberty,Career,,5.4,Harry Williams
,0.563,,,,,,,Sun Belt,,0.563,,,0.557,,33,16.0,,,,,South Alabama,2000-01,,,Henry Williams
6.5,0.585,11.2,0.0,,0.0,2.1,1.0,Sun Belt,6.5,0.585,11.2,2.2,0.48,4.6,28,26.0,863.0,3.9,15.3,1.1,South Alabama,2001-02,5.0,8.6,Henry Williams
6.6,0.573,11.5,0.0,,0.0,1.3,0.4,Sun Belt,6.6,0.573,11.5,2.9,0.624,4.7,28,21.0,790.0,3.6,16.1,1.5,South Alabama,2002-03,2.9,8.7,Henry Williams
5.1,0.49,10.5,0.0,0.0,0.1,0.9,0.8,Sun Belt,5.1,0.48700000000000004,10.5,2.2,0.508,4.4,28,14.0,593.0,5.8,12.5,1.1,South Alabama,2003-04,3.4,10.9,Henry Williams
8.1,0.5579999999999999,14.5,0.0,0.0,0.0,2.1,1.0,,8.1,0.5579999999999999,14.5,3.2,0.5429999999999999,5.8,117,77.0,2246.0,5.8,19.3,1.6,South Alabama,Career,5.1,12.4,Henry Williams
2.1,0.361,5.9,2.2,0.369,5.9,3.8,0.0,Sun Belt,4.3,0.365,11.8,1.2,0.6940000000000001,1.7,33,32.0,1146.0,1.4,11.9,0.8,Troy,2012-13,2.3,2.3,Hunter Williams
1.5,0.32799999999999996,4.7,3.4,0.392,8.7,3.5,0.0,Sun Belt,5.0,0.37,13.4,1.7,0.6579999999999999,2.5,31,31.0,1146.0,1.6,15.0,0.9,Troy,2013-14,2.7,3.1,Hunter Williams
1.8,0.34700000000000003,5.3,2.8,0.38299999999999995,7.3,3.6,0.0,,4.6,0.368,12.6,1.4,0.672,2.1,64,63.0,2292.0,1.5,13.5,0.9,Troy,Career,2.5,2.7,Hunter Williams
2.2,0.35,6.3,1.3,0.267,4.7,3.6,0.0,MEAC,3.5,0.314,11.1,1.2,0.7859999999999999,1.5,31,2.0,380.0,3.4,9.4,1.4,Coppin State,2018-19,4.1,4.1,Ibn Williams
1.2,0.34,3.6,2.2,0.314,7.2,2.5,0.0,MEAC,3.5,0.32299999999999995,10.8,1.3,0.594,2.2,31,9.0,587.0,3.4,10.5,1.5,Coppin State,2019-20,2.9,4.4,Ibn Williams
1.6,0.345,4.7,1.9,0.3,6.2,2.9,0.0,,3.5,0.319,10.9,1.2,0.652,1.9,62,11.0,967.0,3.4,10.1,1.4,Coppin State,Career,3.4,4.3,Ibn Williams
,0.42,,,0.217,,,,NEC,,0.37,,,0.474,,23,,,,,,Fairleigh Dickinson,1997-98,,,Ike Williams
,0.37,,,0.3,,,,NEC,,0.35700000000000004,,,0.6,,21,21.0,,,,,Fairleigh Dickinson,1999-00,,,Ike Williams
,0.35,,,0.33299999999999996,,,,NEC,,0.345,,,0.5479999999999999,,16,0.0,,,,,Fairleigh Dickinson,2000-01,,,Ike Williams
,0.38299999999999995,,,0.28300000000000003,,,,,,0.35700000000000004,,,0.5329999999999999,,60,21.0,,,,,Fairleigh Dickinson,Career,,,Ike Williams
,0.44,,,0.28800000000000003,,,,WAC,,0.39799999999999996,,,0.628,,30,,,,,,New Mexico,1990-91,,,Ike Williams
4.7,0.505,9.2,2.7,0.314,8.6,3.5,0.3,WAC,7.4,0.413,17.8,2.8,0.727,3.9,33,33.0,799.0,3.6,20.2,1.5,New Mexico,1991-92,3.2,5.6,Ike Williams
4.9,0.496,9.9,3.0,0.45799999999999996,6.6,3.2,0.3,WAC,7.9,0.48100000000000004,16.5,2.0,0.635,3.1,31,31.0,945.0,3.3,20.8,1.1,New Mexico,1992-93,3.7,5.8,Ike Williams
6.1,0.486,12.7,3.2,0.369,8.7,5.4,0.3,,9.4,0.43799999999999994,21.4,3.0,0.67,4.4,94,64.0,1744.0,3.4,24.9,1.8,New Mexico,Career,3.5,7.8,Ike Williams
0.0,0.0,80.0,0.0,,0.0,0.0,0.0,Pac-10,0.0,0.0,80.0,0.0,,0.0,2,0.0,1.0,0.0,0.0,0.0,UCLA,2003-04,40.0,0.0,Ike Williams
0.0,,0.0,0.0,,0.0,0.0,0.0,Pac-10,0.0,,0.0,0.0,,0.0,2,0.0,2.0,0.0,0.0,0.0,UCLA,2004-05,0.0,0.0,Ike Williams
0.0,0.0,26.7,0.0,,0.0,0.0,0.0,,0.0,0.0,26.7,0.0,,0.0,4,0.0,3.0,0.0,0.0,0.0,UCLA,Career,13.3,0.0,Ike Williams
3.5,0.374,9.4,2.4,0.336,7.0,1.6,0.2,SWAC,5.9,0.358,16.4,3.0,0.8590000000000001,3.5,32,19.0,731.0,2.8,17.1,1.0,Mississippi Valley State,2014-15,2.8,7.5,Isaac Williams
3.6,0.446,8.0,3.0,0.313,9.6,1.4,0.3,SWAC,6.6,0.374,17.6,2.3,0.794,2.9,35,12.0,882.0,2.9,18.4,1.0,Mississippi Valley State,2015-16,1.2,5.4,Isaac Williams
4.0,0.435,9.1,2.9,0.355,8.1,1.3,0.2,SWAC,6.9,0.397,17.2,2.5,0.8290000000000001,3.1,32,23.0,916.0,2.8,19.1,1.2,Mississippi Valley State,2016-17,1.0,5.0,Isaac Williams
3.7,0.42,8.8,2.8,0.33299999999999996,8.3,1.4,0.2,,6.5,0.37799999999999995,17.1,2.6,0.8270000000000001,3.1,99,54.0,2529.0,2.9,18.3,1.1,Mississippi Valley State,Career,1.6,5.9,Isaac Williams
2.9,0.731,4.0,3.1,0.42700000000000005,7.3,2.4,1.3,MAAC,6.0,0.534,11.2,0.9,0.9,1.0,28,24.0,786.0,3.8,16.0,1.8,Iona,2013-14,1.3,5.6,Isaiah Williams
1.9,0.667,2.9,3.5,0.442,7.8,2.6,1.6,MAAC,5.4,0.502,10.7,1.2,0.742,1.6,23,21.0,798.0,3.4,15.3,1.7,Iona,2014-15,1.2,7.0,Isaiah Williams
2.4,0.617,4.0,3.1,0.35100000000000003,9.0,2.3,0.6,MAAC,5.6,0.433,12.9,1.3,0.6920000000000001,1.9,33,33.0,1080.0,3.4,15.7,1.0,Iona,2015-16,1.7,8.4,Isaiah Williams
2.4,0.665,3.6,3.2,0.397,8.1,2.4,1.1,,5.6,0.48,11.8,1.2,0.748,1.5,84,78.0,2664.0,3.5,15.7,1.4,Iona,Career,1.4,7.2,Isaiah Williams
3.3,0.465,7.1,2.1,0.39,5.3,4.6,0.1,Southern,5.4,0.433,12.4,3.3,0.768,4.3,30,25.0,887.0,3.2,16.1,1.1,Samford,2013-14,2.9,2.4,Isaiah Williams
2.6,0.395,6.6,2.1,0.37,5.8,4.3,0.1,Sun Belt,4.8,0.384,12.4,3.3,0.765,4.3,30,22.0,747.0,2.2,15.0,1.4,Georgia State,2015-16,2.5,3.4,Isaiah Williams
3.2,0.5,6.5,1.8,0.341,5.2,3.7,0.3,Sun Belt,5.0,0.429,11.6,3.3,0.831,4.0,32,23.0,656.0,2.4,15.1,1.3,Georgia State,2016-17,2.1,3.2,Isaiah Williams
2.3,0.46399999999999997,4.9,2.5,0.387,6.5,3.1,0.1,Sun Belt,4.8,0.42100000000000004,11.5,2.6,0.88,2.9,34,3.0,681.0,1.7,14.7,0.9,Georgia State,2017-18,1.8,2.7,Isaiah Williams
2.9,0.45399999999999996,6.3,2.1,0.374,5.7,4.0,0.1,,5.0,0.41700000000000004,12.0,3.1,0.8009999999999999,3.9,126,73.0,2971.0,2.4,15.3,1.2,Overall,Career,2.4,2.9,Isaiah Williams
3.3,0.465,7.1,2.1,0.39,5.3,4.6,0.1,,5.4,0.433,12.4,3.3,0.768,4.3,30,25.0,887.0,3.2,16.1,1.1,Samford,,2.9,2.4,Isaiah Williams
2.7,0.449,6.0,2.1,0.368,5.8,3.7,0.1,,4.9,0.409,11.9,3.1,0.816,3.8,96,48.0,2084.0,2.1,14.9,1.2,Georgia State,,2.1,3.1,Isaiah Williams
3.6,0.475,7.6,0.3,0.3,1.0,2.1,0.6,Big South,3.9,0.456,8.6,3.8,0.588,6.5,30,10.0,420.0,5.6,11.9,0.9,Liberty,2017-18,3.8,6.2,Isaiah Williams
4.5,0.425,10.6,0.4,0.364,1.1,2.4,0.5,Horizon,4.9,0.419,11.7,4.2,0.5379999999999999,7.8,18,13.0,400.0,5.7,14.4,1.0,IUPUI,2019-20,3.6,8.0,Isaiah Williams
2.7,0.302,8.9,0.1,0.16699999999999998,0.8,1.4,0.3,SWAC,2.8,0.29,9.8,4.1,0.537,7.6,12,12.0,283.0,5.7,9.9,1.6,Jackson State,2020-21,3.3,9.3,Isaiah Williams
3.7,0.41,9.0,0.3,0.29600000000000004,1.0,2.0,0.5,,4.0,0.39899999999999997,10.0,4.0,0.555,7.3,60,35.0,1103.0,5.7,12.3,1.1,Overall,Career,3.6,7.7,Isaiah Williams
3.6,0.475,7.6,0.3,0.3,1.0,2.1,0.6,,3.9,0.456,8.6,3.8,0.588,6.5,30,10.0,420.0,5.6,11.9,0.9,Liberty,,3.8,6.2,Isaiah Williams
4.5,0.425,10.6,0.4,0.364,1.1,2.4,0.5,,4.9,0.419,11.7,4.2,0.5379999999999999,7.8,18,13.0,400.0,5.7,14.4,1.0,IUPUI,,3.6,8.0,Isaiah Williams
2.7,0.302,8.9,0.1,0.16699999999999998,0.8,1.4,0.3,,2.8,0.29,9.8,4.1,0.537,7.6,12,12.0,283.0,5.7,9.9,1.6,Jackson State,,3.3,9.3,Isaiah Williams
3.8,0.42,9.0,3.6,0.376,9.5,2.4,0.1,GWC,7.3,0.39799999999999996,18.5,4.4,0.8490000000000001,5.2,30,30.0,921.0,3.0,22.6,0.6,Utah Valley,2010-11,2.4,3.5,Isiah Williams
3.7,0.449,8.2,3.0,0.32899999999999996,9.2,2.7,0.1,GWC,6.7,0.386,17.4,3.2,0.848,3.8,33,32.0,1101.0,1.8,19.7,1.0,Utah Valley,2011-12,2.8,3.3,Isiah Williams
3.7,0.435,8.6,3.3,0.35100000000000003,9.3,2.6,0.1,,7.0,0.392,17.9,3.8,0.848,4.4,63,62.0,2022.0,2.3,21.0,0.8,Utah Valley,Career,2.6,3.4,Isiah Williams
3.9,0.45799999999999996,8.4,3.2,0.4,7.9,1.7,1.1,Southland,7.0,0.43,16.3,3.9,0.757,5.1,28,28.0,838.0,3.9,21.1,2.2,McNeese State,2005-06,3.1,7.4,J.T. Williams
3.9,0.45799999999999996,8.4,3.2,0.4,7.9,1.7,1.1,,7.0,0.43,16.3,3.9,0.757,5.1,28,28.0,838.0,3.9,21.1,2.2,McNeese State,Career,3.1,7.4,J.T. Williams
2.1,0.68,3.1,0.9,0.35,2.5,0.8,0.9,AEC,3.0,0.5329999999999999,5.7,0.8,0.545,1.4,23,3.0,318.0,3.4,7.7,0.8,Binghamton,2011-12,1.8,6.2,Jabrille Williams
2.2,0.588,3.7,0.2,0.1,2.2,0.4,0.9,AEC,2.4,0.40700000000000003,5.8,0.0,,0.0,25,2.0,186.0,4.1,4.9,0.4,Binghamton,2012-13,2.4,7.7,Jabrille Williams
0.0,0.0,4.2,0.0,,0.0,1.1,0.0,AEC,0.0,0.0,4.2,0.0,,0.0,11,0.0,38.0,3.2,0.0,1.1,Binghamton,2013-14,1.1,8.4,Jabrille Williams
3.4,0.444,7.7,0.0,0.0,0.9,0.0,0.0,AEC,3.4,0.4,8.5,0.0,0.0,2.6,10,1.0,47.0,6.8,6.8,0.9,Binghamton,2014-15,1.7,8.5,Jabrille Williams
2.1,0.564,3.7,0.5,0.258,2.1,0.6,0.7,,2.6,0.45299999999999996,5.8,0.4,0.429,1.0,69,6.0,589.0,3.9,6.2,0.7,Binghamton,Career,1.9,7.0,Jabrille Williams
1.6,0.304,5.4,1.3,0.35100000000000003,3.6,1.3,0.4,Big West,2.9,0.32299999999999995,9.0,1.9,0.7140000000000001,2.7,32,5.0,415.0,4.2,9.0,0.8,Long Beach State,2014-15,2.4,7.5,Jack Williams
2.4,0.365,6.5,2.6,0.391,6.6,1.2,0.5,WCC,5.0,0.37799999999999995,13.2,1.9,0.685,2.8,32,0.0,770.0,3.3,14.5,0.7,Pacific,2016-17,1.2,10.5,Jack Williams
2.4,0.431,5.5,1.6,0.33899999999999997,4.8,1.1,0.4,WCC,4.0,0.38799999999999996,10.3,1.4,0.642,2.1,32,32.0,992.0,2.5,11.0,0.4,Pacific,2017-18,1.3,7.7,Jack Williams
2.2,0.382,5.9,1.9,0.364,5.2,1.2,0.4,,4.1,0.374,11.1,1.7,0.674,2.5,96,37.0,2177.0,3.1,11.8,0.6,Overall,Career,1.5,8.6,Jack Williams
1.6,0.304,5.4,1.3,0.35100000000000003,3.6,1.3,0.4,,2.9,0.32299999999999995,9.0,1.9,0.7140000000000001,2.7,32,5.0,415.0,4.2,9.0,0.8,Long Beach State,,2.4,7.5,Jack Williams
2.4,0.39899999999999997,6.0,2.0,0.366,5.6,1.2,0.4,,4.4,0.38299999999999995,11.6,1.6,0.664,2.4,64,32.0,1762.0,2.9,12.5,0.5,Pacific,,1.3,8.9,Jack Williams
,,,,,,,,MAC,,0.212,,,0.267,,11,,,,,,Ohio,1950-51,,,Jack Williams
3.9,0.425,9.3,1.2,0.29,4.2,1.3,0.7,CUSA,5.2,0.38299999999999995,13.5,2.1,0.622,3.3,32,32.0,892.0,3.2,13.6,0.4,Rice,2018-19,2.3,11.1,Jack Williams
3.9,0.425,9.3,1.2,0.29,4.2,1.3,0.7,,5.5,0.366,14.9,2.2,0.562,4.0,43,32.0,892.0,4.0,14.4,0.4,Overall,Career,2.3,11.1,Jack Williams
,,,,,,,,,,0.212,,,0.267,,11,,,,,,Ohio,,,,Jack Williams
3.9,0.425,9.3,1.2,0.29,4.2,1.3,0.7,,5.2,0.38299999999999995,13.5,2.1,0.622,3.3,32,32.0,892.0,3.2,13.6,0.4,Rice,,2.3,11.1,Jack Williams
5.1,0.507,10.1,0.6,0.21100000000000002,2.7,2.3,1.4,SEC,5.7,0.444,12.9,2.4,0.773,3.1,30,0.0,280.0,3.4,14.4,1.3,Arkansas,2012-13,3.1,8.1,Jacorey Williams
5.8,0.4,14.4,0.1,0.33299999999999996,0.4,2.3,0.9,SEC,5.9,0.39799999999999996,14.9,1.9,0.684,2.7,30,0.0,277.0,5.6,13.9,1.4,Arkansas,2013-14,3.5,9.1,Jacorey Williams
5.0,0.408,12.3,0.0,,0.0,2.7,1.0,SEC,5.0,0.408,12.3,1.7,0.424,4.1,36,7.0,582.0,4.4,11.8,1.6,Arkansas,2014-15,2.3,6.9,Jacorey Williams
9.6,0.546,17.5,0.1,0.133,0.6,2.1,0.6,CUSA,9.7,0.5329999999999999,18.1,3.9,0.696,5.5,36,36.0,1069.0,2.7,23.2,1.2,Middle Tennessee,2016-17,2.2,9.9,Jacorey Williams
7.3,0.495,14.8,0.1,0.18899999999999997,0.7,2.3,0.9,,7.5,0.48100000000000004,15.5,2.9,0.637,4.5,132,43.0,2208.0,3.6,17.9,1.4,Overall,Career,2.5,8.8,Jacorey Williams
5.2,0.426,12.3,0.2,0.22699999999999998,0.8,2.5,1.1,,5.4,0.414,13.1,1.9,0.55,3.5,96,7.0,1139.0,4.5,12.9,1.5,Arkansas,,2.8,7.8,Jacorey Williams
9.6,0.546,17.5,0.1,0.133,0.6,2.1,0.6,,9.7,0.5329999999999999,18.1,3.9,0.696,5.5,36,36.0,1069.0,2.7,23.2,1.2,Middle Tennessee,,2.2,9.9,Jacorey Williams
5.9,0.44799999999999995,13.2,3.6,0.364,9.8,2.8,0.0,MEAC,9.5,0.41200000000000003,23.0,6.3,0.7979999999999999,7.9,26,24.0,928.0,2.7,28.8,1.7,Hampton,1995-96,2.6,4.4,Jafonde Williams
5.9,0.44799999999999995,13.2,3.6,0.364,9.8,2.8,0.0,,9.5,0.41200000000000003,23.0,6.3,0.7979999999999999,7.9,26,24.0,928.0,2.7,28.8,1.7,Hampton,Career,2.6,4.4,Jafonde Williams
3.3,0.615,5.3,0.0,,0.0,0.4,1.6,A-10,3.3,0.615,5.3,0.8,0.5,1.6,14,0.0,98.0,9.0,7.3,1.6,St. Joseph's,2014-15,2.0,6.5,Jai Williams
3.3,0.5,6.7,0.0,,0.0,0.0,0.0,A-10,3.3,0.5,6.7,6.7,1.0,6.7,4,0.0,12.0,13.3,13.3,0.0,St. Joseph's,2015-16,6.7,13.3,Jai Williams
3.6,0.634,5.7,0.0,,0.0,0.1,0.4,A-10,3.6,0.634,5.7,2.9,0.618,4.7,27,0.0,289.0,5.4,10.1,0.7,St. Joseph's,2016-17,2.4,8.2,Jai Williams
6.0,0.583,10.2,0.0,,0.0,0.0,1.7,A-10,6.0,0.583,10.2,2.6,0.6,4.3,12,1.0,47.0,7.7,14.5,0.0,St. Joseph's,2017-18,0.9,4.3,Jai Williams
3.8,0.618,6.1,0.0,,0.0,0.2,0.8,,3.8,0.618,6.1,2.5,0.622,4.0,57,1.0,446.0,6.6,10.0,0.8,St. Joseph's,Career,2.2,7.5,Jai Williams
1.8,0.5,3.5,1.8,0.40700000000000003,4.4,4.5,0.0,A-10,3.5,0.449,7.9,1.9,0.706,2.7,31,0.0,248.0,4.4,10.8,2.3,Xavier,2001-02,3.7,4.5,Jaison Williams
1.2,0.429,2.9,2.5,0.314,8.1,3.3,0.1,Big 12,3.8,0.344,10.9,2.2,0.8420000000000001,2.6,31,0.0,586.0,3.9,12.2,2.7,Oklahoma,2003-04,2.4,6.0,Jaison Williams
1.3,0.523,2.5,2.8,0.32899999999999996,8.6,4.2,0.3,Big 12,4.2,0.373,11.1,1.7,0.938,1.8,33,22.0,693.0,3.8,12.9,2.0,Oklahoma,2004-05,2.2,4.8,Jaison Williams
1.4,0.48100000000000004,2.8,2.5,0.33,7.7,3.9,0.2,,3.9,0.371,10.5,1.9,0.851,2.3,95,22.0,1527.0,3.9,12.3,2.3,Overall,Career,2.5,5.2,Jaison Williams
1.8,0.5,3.5,1.8,0.40700000000000003,4.4,4.5,0.0,,3.5,0.449,7.9,1.9,0.706,2.7,31,0.0,248.0,4.4,10.8,2.3,Xavier,,3.7,4.5,Jaison Williams
1.3,0.47700000000000004,2.7,2.7,0.322,8.4,3.8,0.2,,4.0,0.36,11.0,1.9,0.8859999999999999,2.2,64,22.0,1279.0,3.8,12.6,2.3,Oklahoma,,2.3,5.3,Jaison Williams
2.7,0.5,5.3,2.7,0.316,8.4,2.2,0.9,WAC,5.3,0.387,13.8,2.7,0.75,3.6,13,5.0,90.0,4.9,16.0,0.9,San Jose State,2011-12,2.7,5.8,Jaleel Williams
2.8,0.444,6.3,1.4,0.25,5.6,1.0,1.0,WAC,4.2,0.353,11.8,1.4,0.5710000000000001,2.4,18,0.0,115.0,5.2,11.1,0.7,San Jose State,2012-13,3.1,8.7,Jaleel Williams
3.2,0.503,6.4,2.1,0.301,6.8,1.3,0.1,MWC,5.3,0.39899999999999997,13.2,2.1,0.649,3.3,31,30.0,896.0,3.4,14.7,0.4,San Jose State,2013-14,1.8,7.9,Jaleel Williams
2.7,0.509,5.3,2.3,0.342,6.9,1.0,0.2,MWC,5.1,0.415,12.2,1.4,0.5660000000000001,2.4,27,26.0,870.0,2.1,13.8,0.6,San Jose State,2014-15,1.9,5.8,Jaleel Williams
2.9,0.502,5.9,2.2,0.318,6.8,1.2,0.3,,5.1,0.40299999999999997,12.7,1.8,0.62,2.9,89,61.0,1971.0,3.0,14.2,0.5,San Jose State,Career,2.0,7.0,Jaleel Williams
3.5,0.415,8.5,0.0,,0.0,1.4,2.1,Southern,3.5,0.415,8.5,5.1,0.8,6.4,29,0.0,249.0,7.9,12.2,0.6,Furman,2016-17,4.7,10.6,Jalen Williams
4.1,0.49200000000000005,8.3,0.0,,0.0,1.3,2.1,Southern,4.1,0.49200000000000005,8.3,3.1,0.647,4.8,30,1.0,286.0,6.2,11.2,1.0,Furman,2017-18,3.5,15.2,Jalen Williams
3.6,0.615,5.8,0.0,,0.0,1.3,2.7,Southern,3.6,0.615,5.8,4.4,0.556,8.0,18,1.0,90.0,5.3,11.6,0.4,Furman,2018-19,1.3,14.7,Jalen Williams
3.5,0.429,8.2,0.0,,0.0,1.2,3.5,Horizon,3.5,0.429,8.2,3.5,0.6,5.9,7,0.0,34.0,14.1,10.6,0.0,Cleveland State,2019-20,4.7,16.5,Jalen Williams
3.8,0.47,8.0,0.0,,0.0,1.3,2.2,,3.8,0.47,8.0,4.1,0.691,5.9,84,2.0,659.0,7.1,11.6,0.7,Overall,Career,3.7,13.5,Jalen Williams
3.8,0.47200000000000003,8.0,0.0,,0.0,1.3,2.2,,3.8,0.47200000000000003,8.0,4.1,0.696,5.9,77,2.0,625.0,6.7,11.6,0.8,Furman,,3.6,13.3,Jalen Williams
3.5,0.429,8.2,0.0,,0.0,1.2,3.5,,3.5,0.429,8.2,3.5,0.6,5.9,7,0.0,34.0,14.1,10.6,0.0,Cleveland State,,4.7,16.5,Jalen Williams
0.8,0.231,3.5,0.4,0.2,2.2,3.8,0.1,Big South,1.3,0.21899999999999997,5.8,0.8,0.45,1.8,31,2.0,445.0,3.7,3.8,0.6,High Point,2016-17,2.6,2.2,Jalen Williams
0.8,0.231,3.5,0.4,0.2,2.2,3.8,0.1,,1.3,0.21899999999999997,5.8,0.8,0.45,1.8,31,2.0,445.0,3.7,3.8,0.6,High Point,Career,2.6,2.2,Jalen Williams
2.8,0.5,5.5,1.5,0.35200000000000004,4.2,2.9,0.8,WCC,4.2,0.436,9.7,2.1,0.763,2.8,33,22.0,841.0,4.1,12.1,2.1,Santa Clara,2019-20,1.7,4.5,Jalen Williams
3.5,0.47200000000000003,7.5,1.2,0.27399999999999997,4.4,3.0,0.8,WCC,4.7,0.39899999999999997,11.8,3.9,0.757,5.2,18,17.0,568.0,3.1,14.6,1.5,Santa Clara,2020-21,2.1,5.2,Jalen Williams
3.1,0.486,6.3,1.4,0.32,4.3,3.0,0.8,,4.4,0.419,10.6,2.9,0.759,3.8,51,39.0,1409.0,3.7,13.1,1.8,Santa Clara,Career,1.9,4.8,Jalen Williams
6.9,0.524,13.1,0.1,0.25,0.3,0.6,0.9,MWC,7.0,0.519,13.4,1.3,0.38,3.6,28,3.0,563.0,5.1,15.3,1.4,New Mexico,2001-02,1.8,10.1,Jamaal Williams
7.6,0.523,14.5,0.2,0.2,1.2,2.0,0.3,MWC,7.8,0.498,15.7,3.1,0.5589999999999999,5.6,28,14.0,667.0,4.1,19.0,1.5,New Mexico,2002-03,2.5,8.6,Jamaal Williams
10.2,0.563,18.1,0.0,0.0,0.1,1.7,0.6,Pac-10,10.2,0.561,18.2,2.9,0.5920000000000001,4.9,34,0.0,577.0,5.1,23.3,2.9,Washington,2004-05,3.3,8.5,Jamaal Williams
10.2,0.496,20.5,0.1,0.5,0.1,2.2,1.3,Pac-10,10.2,0.496,20.6,2.7,0.6709999999999999,4.0,33,22.0,781.0,4.0,23.3,2.3,Washington,2005-06,3.2,8.0,Jamaal Williams
8.8,0.523,16.8,0.1,0.222,0.4,1.7,0.8,,8.9,0.516,17.2,2.6,0.5670000000000001,4.5,123,39.0,2588.0,4.5,20.4,2.0,Overall,Career,2.8,8.7,Jamaal Williams
7.3,0.523,13.9,0.2,0.20800000000000002,0.8,1.4,0.6,,7.4,0.507,14.6,2.3,0.49700000000000005,4.7,56,17.0,1230.0,4.6,17.3,1.5,New Mexico,,2.2,9.3,Jamaal Williams
10.2,0.523,19.5,0.0,0.33299999999999996,0.1,2.0,1.0,,10.2,0.522,19.6,2.8,0.633,4.4,67,22.0,1358.0,4.5,23.3,2.5,Washington,,3.3,8.2,Jamaal Williams
,0.486,,,0.433,,,,MEAC,,0.478,,,0.68,,28,,,,,,Morgan State,1989-90,,,Jamaine Williams
7.8,0.535,14.5,0.0,0.0,0.3,1.5,2.1,MEAC,7.8,0.523,14.9,3.9,0.664,5.9,27,27.0,829.0,4.2,19.4,1.4,North Carolina A&T,1991-92,3.0,9.8,Jamaine Williams
8.0,0.513,15.5,1.7,0.39399999999999996,4.2,1.7,2.4,MEAC,9.6,0.48700000000000004,19.7,4.1,0.73,5.7,26,26.0,890.0,3.8,25.0,1.9,North Carolina A&T,1992-93,3.5,10.4,Jamaine Williams
,0.5429999999999999,,,0.33299999999999996,,,,MEAC,,0.446,,,0.63,,6,,,,,,North Carolina A&T,1993-94,,,Jamaine Williams
11.9,0.512,23.3,1.7,0.382,4.4,2.3,3.2,,13.6,0.491,27.7,5.6,0.6890000000000001,8.1,87,53.0,1719.0,4.0,34.5,2.6,Overall,Career,3.2,14.9,Jamaine Williams
,0.486,,,0.433,,,,,,0.478,,,0.68,,28,,,,,,Morgan State,,,,Jamaine Williams
8.3,0.524,15.8,1.1,0.359,3.0,1.7,2.4,,9.4,0.498,18.9,4.4,0.691,6.4,59,53.0,1719.0,4.0,24.3,1.7,North Carolina A&T,,3.2,10.7,Jamaine Williams
2.2,0.556,3.9,0.0,0.0,0.4,3.5,0.9,Patriot,2.2,0.5,4.3,2.2,0.833,2.6,10,0.0,92.0,3.9,6.5,2.6,Lehigh,2001-02,5.2,5.2,Jamal Williams
2.2,0.556,3.9,0.0,0.0,0.4,3.5,0.9,,2.2,0.5,4.3,2.2,0.833,2.6,10,0.0,92.0,3.9,6.5,2.6,Lehigh,Career,5.2,5.2,Jamal Williams
4.1,0.517,7.9,0.6,0.33299999999999996,1.9,3.0,0.6,Southland,4.7,0.48100000000000004,9.9,3.4,0.7120000000000001,4.7,33,1.0,438.0,3.8,13.5,1.5,Sam Houston State,2014-15,3.4,6.1,Jamal Williams
4.4,0.511,8.6,0.5,0.353,1.3,5.8,0.2,Southland,4.9,0.49,9.9,2.7,0.716,3.7,34,34.0,1020.0,2.7,12.9,1.5,Sam Houston State,2015-16,3.1,7.3,Jamal Williams
3.4,0.441,7.6,0.2,0.273,0.8,2.9,0.7,Southland,3.6,0.425,8.5,2.8,0.649,4.3,34,2.0,534.0,2.8,10.2,1.0,Sam Houston State,2016-17,2.8,7.2,Jamal Williams
4.8,0.524,9.1,0.4,0.41700000000000004,1.1,2.8,0.2,Southland,5.2,0.513,10.2,2.7,0.652,4.1,36,16.0,901.0,2.6,13.6,1.7,Sam Houston State,2017-18,2.3,8.7,Jamal Williams
4.3,0.505,8.5,0.4,0.35600000000000004,1.2,3.9,0.3,,4.7,0.486,9.7,2.8,0.682,4.1,137,53.0,2893.0,2.9,12.7,1.5,Sam Houston State,Career,2.8,7.5,Jamal Williams
4.2,0.5,8.4,0.0,,0.0,2.1,0.0,SWAC,4.2,0.5,8.4,2.1,0.5,4.2,6,0.0,19.0,8.4,10.5,0.0,Arkansas-Pine Bluff,2007-08,2.1,6.3,Jamarcus Williams
4.2,0.5,8.4,0.0,,0.0,2.1,0.0,,4.2,0.5,8.4,2.1,0.5,4.2,6,0.0,19.0,8.4,10.5,0.0,Arkansas-Pine Bluff,Career,2.1,6.3,Jamarcus Williams
1.4,0.524,2.7,2.6,0.26,10.0,1.7,0.1,CUSA,4.0,0.316,12.7,0.5,0.4,1.3,26,8.0,308.0,4.9,11.2,0.5,UTSA,2013-14,2.2,3.1,James Williams
1.4,0.524,2.7,2.6,0.26,10.0,1.7,0.1,,4.0,0.316,12.7,0.5,0.4,1.3,26,8.0,308.0,4.9,11.2,0.5,UTSA,Career,2.2,3.1,James Williams
3.5,0.439,8.1,1.6,0.32,4.9,2.0,1.1,SWC,5.1,0.39399999999999996,13.0,2.5,0.439,5.6,26,3.0,407.0,4.7,14.3,1.4,TCU,1992-93,3.8,3.1,James Williams
